Date,Station Id,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment (in),Relative Humidity (pct) Mean of Hourly Values,Wind Speed Maximum (mph) Max of Hourly Values,Wind Speed Average (mph) Mean of Hourly Values,Solar Radiation Average (watt/m2) Mean of Hourly Values,Solar Radiation/langley Total (langley),Vapor Pressure - Partial (inch_Hg) Mean of Hourly Values,Vapor Pressure - Saturated (inch_Hg) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,Soil Temperature Observed -8in (degF) Mean of Hourly Values,Soil Temperature Observed -20in (degF) Mean of Hourly Values,Soil Temperature Observed -40in (degF) Mean of Hourly Values
2018-09-09,2057,87,69,0.68,87,11.7,1.3,105.62,190.9,0.78,0.9,81,82,83,82,79
2018-09-09,2091,75,67,0.66,90,10.3,3.2,65.52,135.3,0.68,0.76,79,79,80,80,79
2018-09-09,2085,71,66,0.26,95,13.8,5.9,55.6,100.48,0.66,0.69,79,79,79,79,69
2018-09-09,2084,75,67,1.35,93,12.2,4.6,55.39,114.4,0.68,0.73,76,76,78,64,78
2018-09-09,2215,82,37,0.0,11,19.4,3.5,298.39,609.3,0.05,0.61,58,60,58,57,57
2018-09-09,2189,92,71,0.0,22,19.0,6.2,295.47,603.3,0.23,1.13,90,90,88,86,85
2018-09-09,2187,90,61,0.0,13,13.1,3.5,289.74,523.7,0.12,0.97,80,80,79,76,74
2018-09-09,2191,83,43,0.0,16,12.8,1.8,287.21,519.1,0.08,0.65,66,68,70,70,73
2018-09-09,2218,89,57,0.0,24,8.8,2.0,201.05,410.6,0.16,0.8,78,76,75,75,71
2018-09-09,2149,92,64,0.0,8,13.3,4.9,274.19,566.2,0.07,1.0,77,77,78,76,76
2018-09-09,2197,93,40,0.0,41,26.1,5.8,221.07,451.4,0.2,0.77,73,73,72,70,67
2018-09-09,2173,88,67,0.59,92,12.8,2.8,85.96,177.5,0.82,0.9,76,78,79,79,76
2018-09-09,2068,73,49,0.0,79,12.0,2.2,213.02,385.1,0.41,0.55,63,64,66,66,65
2018-09-09,2092,80,60,0.0,76,12.8,4.4,273.38,494.1,0.52,0.72,72,66,73,73,73
2018-09-09,2094,72,47,0.0,82,13.3,3.7,225.72,408.0,0.41,0.53,68,70,69,70,69
2018-09-09,2093,77,58,0.0,82,14.6,4.9,185.41,335.1,0.51,0.65,69,68,69,70,70
2018-09-09,2005,68,60,0.12,99,13.3,3.4,61.94,111.97,0.59,0.59,75,75,75,75,74
2018-09-09,2002,72,52,0.0,71,16.2,5.7,202.04,417.23,0.38,0.57,62,62,62,62,62
