Date,Station Id,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment (in),Relative Humidity (pct) Mean of Hourly Values,Wind Speed Maximum (mph) Max of Hourly Values,Wind Speed Average (mph) Mean of Hourly Values,Solar Radiation Average (watt/m2) Mean of Hourly Values,Solar Radiation/langley Total (langley),Vapor Pressure - Partial (inch_Hg) Mean of Hourly Values,Vapor Pressure - Saturated (inch_Hg) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,Soil Temperature Observed -8in (degF) Mean of Hourly Values,Soil Temperature Observed -20in (degF) Mean of Hourly Values,Soil Temperature Observed -40in (degF) Mean of Hourly Values
2019-04-10,2057,85,50,0.0,53,16.1,2.6,279.93,506.0,0.34,0.76,67,67,65,61,57
2019-04-10,2091,84,58,0.0,73,19.4,7.0,249.25,514.7,0.46,0.81,66,65,65,61,58
2019-04-10,2085,83,56,0.0,65,17.8,5.8,233.31,421.78,0.47,0.79,62,62,60,57,45
2019-04-10,2084,83,57,0.0,65,15.8,4.6,265.55,548.4,0.48,0.81,65,65,64,64,57
2019-04-10,2215,46,17,0.01,46,16.6,3.9,320.93,655.3,0.08,0.19,32,32,33,34,36
2019-04-10,2189,64,37,0.0,55,18.0,5.5,319.38,652.2,0.18,0.4,68,65,64,64,62
2019-04-10,2187,55,33,0.0,28,31.5,10.6,293.25,530.0,0.08,0.31,53,53,54,53,50
2019-04-10,2191,46,20,0.0,40,12.1,3.1,300.98,544.0,0.07,0.2,38,37,34,35,42
2019-04-10,2218,59,35,0.0,49,14.6,2.8,251.58,513.7,0.15,0.33,49,49,47,46,45
2019-04-10,2149,56,33,0.0,35,23.4,11.4,297.2,613.6,0.09,0.3,48,48,49,50,50
2019-04-10,2197,39,8,0.12,93,30.9,16.8,82.07,167.6,0.12,0.13,45,47,48,49,46
2019-04-10,2173,91,55,0.0,33,15.7,3.5,287.71,594.1,0.28,0.93,70,67,65,62,57
2019-04-10,2068,44,32,0.54,94,9.4,1.9,19.18,34.66,0.2,0.22,40,40,39,36,36
2019-04-10,2092,85,58,0.0,42,27.0,12.1,196.56,355.34,0.39,0.94,62,53,58,56,53
2019-04-10,2094,83,52,0.05,55,31.6,13.9,172.66,312.1,0.35,0.68,55,53,51,48,46
2019-04-10,2093,65,33,1.68,75,37.9,14.1,155.96,281.9,0.3,0.42,52,52,51,47,42
2019-04-10,2005,80,47,0.0,47,16.4,5.6,239.66,433.17,0.3,0.69,62,59,58,56,53
2019-04-10,2002,34,27,0.0,83,19.1,7.6,45.47,93.93,0.14,0.17,32,32,32,33,33
2019-04-10,2032,83,57,0.0,71,17.8,5.8,251.29,564.5,0.52,0.79,67,66,64,62,59
2019-04-10,2086,85,58,0.0,96,13.3,2.9,301.0,621.58,0.79,0.84,66,65,63,60,58
2019-04-10,2117,43,32,0.2,83,24.0,8.9,138.16,300.62,0.18,0.22,41,40,43,40,39
2019-04-10,2121,41,23,0.0,66,16.0,7.5,240.32,565.67,0.13,0.2,46,46,45,42,39
2019-04-10,2180,86,61,0.0,74,15.8,2.9,248.38,507.18,0.55,0.82,72,72,72,70,67
2019-04-10,2119,43,28,0.04,82,22.8,7.7,135.07,317.95,0.16,0.21,41,41,41,41,40
2019-04-10,2118,47,35,0.05,76,20.7,7.4,172.54,406.18,0.18,0.25,46,45,44,43,39
2019-04-10,2001,67,41,0.42,66,28.1,12.3,144.44,261.06,0.27,0.42,51,49,46,41,45
2019-04-10,2145,48,28,0.0,42,10.0,2.7,142.15,293.5,0.09,0.23,41,43,43,43,42
2019-04-10,2141,45,29,0.0,31,25.9,3.8,272.83,563.4,0.07,0.22,48,49,49,48,46
2019-04-10,2020,32,22,0.0,78,20.3,10.7,70.85,166.85,0.11,0.14,32,32,32,33,35
2019-04-10,2072,35,28,0.5,95,25.7,9.4,14.08,25.45,0.16,0.17,35,36,36,32,34
2019-04-10,2075,82,49,0.0,56,8.9,1.8,293.57,530.64,0.34,0.71,65,65,64,60,57
2019-04-10,2106,85,51,0.0,11,49.8,19.0,250.19,516.7,0.07,0.76,70,65,69,65,61
2019-04-10,2105,87,52,0.0,13,48.1,17.7,269.02,555.5,0.08,0.79,65,64,63,60,58
2019-04-10,2178,87,53,0.01,73,11.0,1.5,274.75,560.9,0.47,0.77,70,69,68,66,64
2019-04-10,2200,97,64,0.0,25,28.2,7.9,256.04,522.8,0.22,1.11,66,65,64,62,60
2019-04-10,2202,92,57,0.0,41,19.6,7.5,233.94,477.7,0.33,0.97,63,63,61,59,56
2019-04-10,2138,53,33,0.01,65,28.1,7.4,163.52,384.98,0.15,0.24,47,47,47,48,46
2019-04-10,2135,42,32,0.18,86,31.0,14.8,116.29,237.5,0.18,0.21,41,41,44,44,42
2019-04-10,2136,46,31,0.1,79,31.2,9.8,113.24,266.53,0.19,0.25,44,45,45,45,43
2019-04-10,2150,33,26,0.18,82,21.4,8.7,190.05,437.42,0.13,0.16,33,33,33,34,36
2019-04-10,2125,40,31,0.0,81,26.4,9.3,137.45,323.53,0.16,0.2,44,48,50,48,45
2019-04-10,2130,53,30,0.0,79,33.7,18.9,165.5,389.54,0.16,0.21,45,45,47,44,42
2019-04-10,2128,46,30,0.3,77,25.4,5.8,150.37,307.1,0.16,0.22,46,49,51,51,48
2019-04-10,2126,38,30,0.21,88,16.6,5.1,89.82,211.47,0.17,0.2,41,44,46,45,42
2019-04-10,2181,91,61,0.0,69,10.1,2.4,283.79,579.56,0.54,0.91,70,75,68,65,64
2019-04-10,2165,46,33,0.0,53,26.2,10.3,160.63,378.14,0.12,0.24,41,42,44,45,45
2019-04-10,2160,40,28,0.0,76,34.2,16.0,147.96,344.39,0.14,0.19,40,41,42,43,43
2019-04-10,2164,45,34,0.0,61,27.0,10.5,101.57,239.06,0.14,0.25,42,46,51,52,49
2019-04-10,2166,46,24,0.04,94,31.7,14.3,127.34,296.51,0.16,0.17,40,41,45,44,42
2019-04-10,2127,43,34,0.01,76,34.2,14.8,71.94,148.6,0.17,0.23,45,45,47,48,47
2019-04-10,2155,48,31,0.11,68,28.4,10.4,118.94,279.98,0.15,0.23,45,46,47,45,42
2019-04-10,2140,60,39,0.04,53,26.7,10.8,129.19,304.15,0.16,0.3,52,54,54,52,50
2019-04-10,2129,46,32,0.38,84,27.1,8.0,161.8,380.87,0.18,0.22,46,48,49,49,47
2019-04-10,2133,41,32,0.06,86,25.6,6.5,71.54,146.1,0.18,0.21,40,41,42,43,42
