Date,Station Id,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment (in),Relative Humidity (pct) Mean of Hourly Values,Wind Speed Maximum (mph) Max of Hourly Values,Wind Speed Average (mph) Mean of Hourly Values,Solar Radiation Average (watt/m2) Mean of Hourly Values,Solar Radiation/langley Total (langley),Vapor Pressure - Partial (inch_Hg) Mean of Hourly Values,Vapor Pressure - Saturated (inch_Hg) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,Soil Temperature Observed -8in (degF) Mean of Hourly Values,Soil Temperature Observed -20in (degF) Mean of Hourly Values,Soil Temperature Observed -40in (degF) Mean of Hourly Values
2019-08-12,2057,94,69,0.0,77,8.2,1.7,275.97,498.8,0.78,1.09,88,88,86,82,77
2019-08-12,2091,97,78,0.0,73,8.9,2.1,244.74,505.4,0.97,1.31,83,82,83,80,78
2019-08-12,2085,95,77,0.0,83,9.2,2.4,229.65,415.08,1.02,1.26,83,82,80,78,64
2019-08-12,2084,97,78,0.0,78,9.2,2.1,258.27,533.3,1.0,1.34,86,86,85,82,77
2019-08-12,2215,81,40,0.0,38,16.2,2.9,344.24,702.9,0.2,0.64,63,65,60,58,57
2019-08-12,2189,122,67,0.0,44,14.3,6.0,337.4,689.0,0.53,1.24,96,94,92,90,88
2019-08-12,2187,87,56,0.0,18,14.0,4.0,329.68,596.0,0.14,0.89,83,82,79,76,73
2019-08-12,2191,78,44,0.0,33,12.2,1.9,326.5,590.1,0.17,0.6,71,71,70,70,70
2019-08-12,2218,85,59,0.0,39,7.3,1.9,288.64,589.5,0.29,0.82,80,79,76,76,73
2019-08-12,2149,90,62,0.0,17,12.9,4.7,320.61,662.1,0.14,0.92,78,77,78,75,74
2019-08-12,2197,93,45,0.0,40,27.4,7.5,263.4,537.9,0.24,0.89,78,76,76,75,71
2019-08-12,2173,96,77,0.0,84,6.4,1.3,282.67,577.3,1.02,1.27,87,84,32,32,76
2019-08-12,2068,82,69,0.4,84,9.8,1.3,194.62,351.8,0.71,0.87,74,74,73,70,65
