Date,Station Id,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment (in),Relative Humidity (pct) Mean of Hourly Values,Wind Speed Maximum (mph) Max of Hourly Values,Wind Speed Average (mph) Mean of Hourly Values,Solar Radiation Average (watt/m2) Mean of Hourly Values,Solar Radiation/langley Total (langley),Vapor Pressure - Partial (inch_Hg) Mean of Hourly Values,Vapor Pressure - Saturated (inch_Hg) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,Soil Temperature Observed -8in (degF) Mean of Hourly Values,Soil Temperature Observed -20in (degF) Mean of Hourly Values,Soil Temperature Observed -40in (degF) Mean of Hourly Values
2018-07-12,2057,94,70,0.0,81,14.0,1.6,250.05,452.0,0.84,1.09,91,90,88,83,77
2018-07-12,2091,95,77,0.62,77,16.4,2.1,255.6,527.7,0.87,1.17,85,84,85,82,78
2018-07-12,2085,93,76,0.0,79,10.1,2.3,222.69,402.46,0.93,1.21,85,85,84,80,68
2018-07-12,2084,97,74,0.0,73,10.0,1.8,285.0,588.6,0.86,1.24,90,90,89,64,77
2018-07-12,2215,82,53,0.02,50,21.3,4.3,210.44,429.7,0.32,0.68,68,69,65,59,57
2018-07-12,2189,99,77,0.0,32,17.5,4.1,332.76,679.5,0.4,1.3,101,98,93,88,84
2018-07-12,2187,88,61,1.75,61,19.8,4.6,251.62,454.8,0.48,0.86,82,83,83,80,73
2018-07-12,2191,81,54,0.55,66,15.4,2.0,249.18,450.4,0.37,0.64,79,78,77,74,71
2018-07-12,2218,95,72,0.0,24,7.3,2.0,344.23,703.0,0.27,1.14,87,85,82,76,68
2018-07-12,2149,85,61,0.51,65,20.2,4.9,185.75,383.6,0.49,0.8,78,80,80,78,76
2018-07-12,2197,89,57,0.26,64,28.9,8.6,207.56,423.9,0.45,0.76,83,83,82,77,69
2018-07-12,2173,95,73,0.0,28,7.6,1.5,242.11,500.0,0.29,1.15,91,87,84,82,76
2018-07-12,2068,91,74,0.0,69,16.6,5.4,292.62,529.0,0.78,1.16,77,76,75,70,64
2018-07-12,2092,96,76,0.0,63,15.3,4.3,334.82,605.06,0.76,1.29,80,74,79,76,73
2018-07-12,2094,100,75,0.0,52,19.9,6.4,288.66,521.8,0.65,1.36,77,77,74,70,66
