Date,Station Id,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment (in),Relative Humidity (pct) Mean of Hourly Values,Wind Speed Maximum (mph) Max of Hourly Values,Wind Speed Average (mph) Mean of Hourly Values,Solar Radiation Average (watt/m2) Mean of Hourly Values,Solar Radiation/langley Total (langley),Vapor Pressure - Partial (inch_Hg) Mean of Hourly Values,Vapor Pressure - Saturated (inch_Hg) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,Soil Temperature Observed -8in (degF) Mean of Hourly Values,Soil Temperature Observed -20in (degF) Mean of Hourly Values,Soil Temperature Observed -40in (degF) Mean of Hourly Values
2019-12-30,2057,55,43,0.12,68,14.0,5.4,111.11,200.8,0.23,0.35,52,54,56,55,54
2019-12-30,2091,53,39,0.0,73,18.7,8.9,113.39,234.2,0.2,0.3,51,52,54,56,56
2019-12-30,2085,51,38,0.0,65,18.6,7.6,117.69,212.72,0.18,0.29,49,50,52,53,43
2019-12-30,2084,52,40,0.0,65,17.7,7.2,136.28,281.4,0.2,0.31,51,51,53,55,55
2019-12-30,2215,35,24,0.06,86,9.8,1.8,67.07,137.0,0.13,0.15,28,28,30,35,38
2019-12-30,2189,47,39,0.0,85,17.7,7.5,125.31,255.9,0.24,0.28,44,45,46,49,56
2019-12-30,2187,40,27,0.01,80,12.4,3.1,55.41,100.2,0.16,0.2,32,32,34,37,44
2019-12-30,2191,36,20,0.01,83,5.8,0.9,42.21,76.3,0.12,0.15,32,35,37,42,53
2019-12-30,2218,51,34,0.0,62,14.1,3.1,84.48,172.5,0.17,0.29,38,38,39,41,47
2019-12-30,2149,47,28,0.0,75,14.9,3.6,85.79,177.2,0.15,0.21,34,34,35,40,44
2019-12-30,2197,25,-3,0.04,54,25.7,8.7,107.96,220.5,0.04,0.08,31,31,32,35,39
2019-12-30,2173,53,38,0.03,75,16.4,6.2,129.3,267.0,0.23,0.31,50,51,55,55,54
2019-12-30,2068,25,19,0.0,86,27.4,12.7,29.1,52.6,0.1,0.12,32,33,34,36,41
2019-12-30,2092,44,31,0.05,68,28.3,11.8,131.44,237.51,0.15,0.22,44,36,46,47,49
2019-12-30,2094,31,28,0.0,76,31.6,14.9,18.66,33.74,0.12,0.16,39,40,42,45,48
