Date,Station Id,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment (in),Relative Humidity (pct) Mean of Hourly Values,Wind Speed Maximum (mph) Max of Hourly Values,Wind Speed Average (mph) Mean of Hourly Values,Solar Radiation Average (watt/m2) Mean of Hourly Values,Solar Radiation/langley Total (langley),Vapor Pressure - Partial (inch_Hg) Mean of Hourly Values,Vapor Pressure - Saturated (inch_Hg) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,Soil Temperature Observed -8in (degF) Mean of Hourly Values,Soil Temperature Observed -20in (degF) Mean of Hourly Values,Soil Temperature Observed -40in (degF) Mean of Hourly Values
2018-01-12,2057,62,23,0.33,90,19.9,5.1,29.68,53.66,0.26,0.29,48,49,50,47,47
2018-01-12,2091,37,26,0.22,76,23.0,8.6,73.76,152.3,0.13,0.17,45,47,46,49,51
2018-01-12,2085,36,23,0.21,84,30.3,14.8,30.93,55.91,0.13,0.15,39,41,45,45,43
2018-01-12,2084,35,25,0.09,83,30.2,13.7,46.55,96.1,0.13,0.16,43,43,46,47,49
2018-01-12,2215,55,29,0.0,31,12.8,3.2,139.3,284.4,0.07,0.26,30,31,31,34,37
2018-01-12,2189,54,44,0.0,86,16.9,5.0,133.71,273.0,0.3,0.35,51,52,54,58,62
2018-01-12,2187,56,31,0.0,66,16.1,3.3,135.26,244.5,0.17,0.28,40,40,41,44,47
2018-01-12,2191,60,31,0.0,24,16.2,2.4,121.17,219.0,0.07,0.32,35,36,38,42,51
2018-01-12,2218,52,38,0.01,77,7.7,1.7,74.23,151.6,0.21,0.3,43,44,45,46,49
2018-01-12,2149,66,44,0.0,21,14.2,5.8,136.35,281.5,0.08,0.42,41,41,42,46,49
2018-01-12,2197,32,7,0.0,69,27.4,7.8,55.05,0.0,0.11,0.17,30,31,31,34,37
2018-01-12,2173,62,21,0.29,95,17.5,5.8,44.48,91.8,0.21,0.22,46,46,47,47,47
2018-01-12,2068,8,-8,0.0,64,17.2,7.3,79.67,144.0,0.03,0.05,27,27,31,34,40
2018-01-12,2092,24,10,0.0,65,21.6,9.9,98.31,177.67,0.06,0.1,38,37,42,44,48
2018-01-12,2094,11,0,0.0,67,17.6,10.3,94.36,170.6,0.04,0.06,32,35,35,39,45
2018-01-12,2093,15,0,0.0,73,14.2,6.2,59.37,107.3,0.05,0.06,31,33,34,39,42
2018-01-12,2005,38,17,0.22,99,25.0,9.2,23.29,42.11,0.12,0.12,40,44,44,44,46
2018-01-12,2002,1,-15,0.0,64,20.0,7.4,94.88,195.94,0.02,0.03,32,31,32,33,36
2018-01-12,2032,51,28,0.27,82,34.9,14.0,37.73,84.74,0.15,0.19,49,49,50,51,52
2018-01-12,2086,55,29,0.27,82,34.5,15.9,32.98,68.1,0.16,0.19,49,51,51,51,52
2018-01-12,2117,1,-9,0.0,83,14.1,5.6,63.39,137.94,0.03,0.04,29,31,34,33,38
2018-01-12,2121,-3,-10,0.0,81,13.9,4.7,46.94,110.47,0.03,0.03,27,29,30,34,37
2018-01-12,2180,65,29,0.09,95,26.4,5.9,58.99,120.48,0.35,0.36,58,59,60,60,59
2018-01-12,2119,26,-5,0.0,87,15.6,4.7,59.76,140.68,0.04,0.05,31,32,33,36,38
2018-01-12,2118,1,-9,0.0,73,12.3,4.8,61.46,144.67,0.03,0.04,23,25,26,31,35
2018-01-12,2001,12,0,0.0,68,22.0,10.4,61.91,111.87,0.04,0.06,33,34,37,42,45
2018-01-12,2145,54,27,0.0,56,7.0,1.1,95.21,196.6,0.12,0.25,38,36,39,40,45
2018-01-12,2141,59,32,0.0,31,14.8,2.0,140.79,290.7,0.08,0.3,38,38,39,40,44
2018-01-12,2020,-5,-21,0.0,74,9.5,2.9,61.24,144.15,0.01,0.02,26,27,29,32,38
2018-01-12,2072,4,-11,0.01,70,16.9,8.5,53.71,97.1,0.03,0.04,26,28,29,34,37
2018-01-12,2075,61,22,0.14,93,19.6,7.8,27.94,50.5,0.26,0.28,48,49,49,47,49
2018-01-12,2106,62,17,0.0,42,19.0,7.1,148.17,306.0,0.08,0.24,42,41,46,49,51
2018-01-12,2105,55,18,0.0,28,21.4,7.9,156.14,322.4,0.07,0.22,43,44,46,47,50
2018-01-12,2178,64,30,0.21,90,13.1,3.2,44.48,90.8,0.36,0.4,54,55,54,53,54
2018-01-12,2200,55,21,0.0,40,13.3,4.0,169.14,345.4,0.08,0.24,44,45,47,51,55
2018-01-12,2202,41,15,0.0,50,12.6,4.0,153.78,314.0,0.07,0.15,44,45,47,51,54
2018-01-12,2138,48,25,0.0,60,19.3,3.5,139.04,327.29,0.12,0.22,33,32,35,39,40
2018-01-12,2135,42,32,0.01,72,20.1,4.8,56.88,117.5,0.16,0.22,31,32,32,34,39
2018-01-12,2136,43,28,0.01,76,20.8,4.3,65.81,154.93,0.16,0.21,33,35,35,38,43
2018-01-12,2150,34,22,0.07,83,26.0,9.2,94.68,217.97,0.13,0.16,31,31,32,33,36
2018-01-12,2125,49,25,0.0,69,21.7,5.7,134.68,317.03,0.14,0.22,33,35,36,39,43
2018-01-12,2130,42,22,0.0,76,23.5,7.0,127.07,299.14,0.13,0.17,33,35,36,39,42
2018-01-12,2128,53,25,0.0,71,18.4,5.0,128.31,265.0,0.16,0.24,37,39,39,41,45
2018-01-12,2126,46,22,0.0,79,11.8,2.2,72.13,169.86,0.14,0.19,33,34,33,35,38
2018-01-12,2181,65,30,0.18,93,21.5,9.4,51.93,106.08,0.34,0.36,56,57,57,71,71
2018-01-12,2165,53,25,0.0,55,16.3,4.6,117.87,277.48,0.13,0.25,34,35,34,35,40
