Date,Station Id,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment (in),Relative Humidity (pct) Mean of Hourly Values,Wind Speed Maximum (mph) Max of Hourly Values,Wind Speed Average (mph) Mean of Hourly Values,Solar Radiation Average (watt/m2) Mean of Hourly Values,Solar Radiation/langley Total (langley),Vapor Pressure - Partial (inch_Hg) Mean of Hourly Values,Vapor Pressure - Saturated (inch_Hg) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,Soil Temperature Observed -8in (degF) Mean of Hourly Values,Soil Temperature Observed -20in (degF) Mean of Hourly Values,Soil Temperature Observed -40in (degF) Mean of Hourly Values
2019-12-16,2057,71,59,0.12,82,25.9,3.4,45.24,81.8,0.51,0.63,56,55,53,52,54
2019-12-16,2091,47,38,0.48,73,25.2,5.5,6.21,12.83,0.29,0.26,50,50,51,53,56
2019-12-16,2085,41,35,0.94,100,22.8,10.4,6.82,12.32,0.22,0.22,45,45,47,51,44
2019-12-16,2084,45,36,0.29,98,21.2,8.6,7.74,15.98,0.25,0.25,48,48,49,51,54
2019-12-16,2215,35,2,0.0,40,8.2,2.8,129.51,264.5,0.03,0.1,22,25,32,38,41
2019-12-16,2189,49,37,0.0,80,15.0,4.0,140.59,287.1,0.21,0.27,44,47,50,57,61
2019-12-16,2187,39,20,0.0,51,13.1,2.8,124.49,225.0,0.08,0.16,32,32,36,41,48
2019-12-16,2191,41,8,0.0,40,6.1,1.5,112.31,203.0,0.04,0.12,34,37,39,45,56
2019-12-16,2218,47,32,0.0,48,10.1,2.2,83.94,171.4,0.11,0.24,37,38,40,44,49
2019-12-16,2149,44,20,0.0,38,17.3,6.8,128.13,264.6,0.06,0.18,33,35,37,44,48
2019-12-16,2197,21,-4,0.04,66,21.0,8.5,102.23,208.7,0.04,0.07,30,32,32,36,41
2019-12-16,2173,71,42,0.01,90,24.9,6.8,37.32,77.06,0.53,0.6,57,56,52,52,54
2019-12-16,2068,23,7,0.0,93,8.6,2.0,28.9,52.24,0.09,0.1,31,33,35,38,43
2019-12-16,2092,29,18,0.0,96,7.6,3.5,40.31,72.86,0.14,0.14,42,34,45,46,50
