Date,Station Id,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment (in),Relative Humidity (pct) Mean of Hourly Values,Wind Speed Maximum (mph) Max of Hourly Values,Wind Speed Average (mph) Mean of Hourly Values,Solar Radiation Average (watt/m2) Mean of Hourly Values,Solar Radiation/langley Total (langley),Vapor Pressure - Partial (inch_Hg) Mean of Hourly Values,Vapor Pressure - Saturated (inch_Hg) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,Soil Temperature Observed -8in (degF) Mean of Hourly Values,Soil Temperature Observed -20in (degF) Mean of Hourly Values,Soil Temperature Observed -40in (degF) Mean of Hourly Values
2018-12-13,2057,59,42,0.01,65,20.6,3.5,56.86,102.8,0.24,0.38,44,44,44,45,52
2018-12-13,2091,60,53,0.62,88,21.2,6.9,27.26,56.29,0.4,0.45,48,48,48,49,55
2018-12-13,2085,58,47,0.76,92,17.0,6.4,23.16,41.87,0.38,0.42,47,46,46,49,47
2018-12-13,2084,60,51,0.81,88,18.0,6.4,38.09,78.7,0.39,0.44,48,48,48,64,54
2018-12-13,2215,50,20,0.0,48,8.0,2.6,130.44,266.4,0.08,0.2,28,29,32,37,40
2018-12-13,2189,67,39,0.0,56,10.8,3.3,150.96,308.3,0.19,0.44,47,48,50,56,61
2018-12-13,2187,48,28,0.0,38,10.3,3.2,124.97,225.9,0.08,0.23,35,34,37,41,48
2018-12-13,2191,52,22,0.0,42,4.5,0.6,111.1,200.8,0.07,0.18,34,37,39,45,56
2018-12-13,2218,53,42,0.0,22,9.3,1.6,87.68,179.0,0.07,0.32,39,40,41,45,50
2018-12-13,2149,54,36,0.0,23,10.5,4.3,124.3,256.7,0.06,0.29,36,37,38,43,47
2018-12-13,2197,38,2,0.0,51,24.8,8.5,105.74,215.9,0.05,0.12,28,29,30,35,40
2018-12-13,2173,60,43,0.0,31,16.9,5.2,60.59,125.1,0.12,0.38,50,47,46,47,52
2018-12-13,2068,35,20,0.0,92,18.2,4.7,51.91,93.8,0.15,0.16,32,33,35,37,43
2018-12-13,2092,49,40,0.03,83,29.2,13.0,21.86,39.5,0.24,0.29,44,38,46,45,49
2018-12-13,2094,40,31,0.0,93,28.0,11.1,39.55,71.5,0.19,0.2,37,38,38,43,49
2018-12-13,2093,43,28,0.19,74,28.8,13.5,102.15,184.6,0.16,0.22,33,34,36,42,46
2018-12-13,2005,57,42,0.08,88,18.4,7.3,35.83,64.73,0.32,0.37,46,46,46,48,52
2018-12-13,2002,33,17,0.0,98,10.3,4.2,31.21,64.44,0.13,0.13,32,32,33,35,38
2018-12-13,2032,62,53,0.32,85,22.4,10.3,40.71,91.48,0.4,0.47,50,49,48,51,56
2018-12-13,2086,62,54,0.23,90,15.2,4.7,43.03,88.9,0.43,0.48,49,49,49,50,56
2018-12-13,2117,44,29,0.0,50,25.4,9.4,21.9,47.65,0.1,0.21,30,31,33,35,41
2018-12-13,2121,43,26,0.0,55,21.6,9.4,38.01,89.49,0.11,0.21,32,33,33,36,40
2018-12-13,2180,63,54,2.16,99,20.9,7.0,20.76,42.4,0.48,0.49,56,56,72,56,60
2018-12-13,2119,43,24,0.0,39,37.8,15.0,17.81,41.93,0.08,0.22,30,32,34,37,40
2018-12-13,2118,45,23,0.0,48,26.8,8.1,21.17,49.84,0.1,0.21,27,28,28,33,38
2018-12-13,2001,37,25,0.0,95,22.7,8.7,27.28,49.31,0.18,0.18,37,38,40,45,48
2018-12-13,2145,54,24,0.0,38,5.7,0.8,89.67,185.2,0.07,0.21,35,34,37,38,44
2018-12-13,2141,46,25,0.0,37,6.4,1.2,121.68,251.3,0.07,0.2,33,34,35,37,42
2018-12-13,2020,43,27,0.0,65,28.5,10.7,63.02,148.42,0.13,0.2,32,32,33,36,40
2018-12-13,2072,42,21,0.0,89,19.7,6.3,59.58,107.7,0.14,0.17,30,32,32,36,40
2018-12-13,2075,58,43,0.0,69,14.6,4.9,76.85,138.93,0.25,0.37,45,45,46,47,53
2018-12-13,2106,48,29,0.0,46,46.4,19.8,98.31,203.0,0.11,0.26,42,39,44,46,50
2018-12-13,2105,47,31,0.02,33,42.6,18.1,86.44,178.5,0.12,0.26,42,43,44,44,49
2018-12-13,2178,61,39,0.05,78,13.5,4.2,63.32,129.3,0.29,0.38,48,49,50,52,58
2018-12-13,2200,50,36,0.7,80,26.6,10.0,24.86,50.76,0.23,0.29,47,48,50,52,57
2018-12-13,2202,53,41,0.34,81,47.7,18.8,12.67,25.87,0.24,0.3,47,47,48,51,56
2018-12-13,2138,35,24,0.0,38,34.2,8.4,129.23,304.27,0.06,0.17,32,32,34,37,39
2018-12-13,2135,34,13,0.0,73,8.8,3.7,102.22,208.7,0.08,0.11,32,33,34,38,44
2018-12-13,2136,25,5,0.0,91,9.2,2.1,82.13,193.34,0.07,0.08,36,37,38,42,47
2018-12-13,2150,22,8,0.0,72,17.3,9.6,101.08,232.67,0.06,0.09,32,33,33,35,38
2018-12-13,2125,38,8,0.0,70,7.2,2.3,132.36,311.56,0.08,0.12,25,29,32,39,45
2018-12-13,2130,30,15,0.0,65,27.6,17.1,120.08,282.61,0.07,0.12,32,33,34,38,43
2018-12-13,2128,41,13,0.0,71,14.0,3.8,110.4,225.4,0.09,0.15,31,34,36,40,47
2018-12-13,2126,29,6,0.0,84,6.4,1.2,116.48,274.17,0.08,0.1,28,31,32,36,41
2018-12-13,2181,63,54,1.14,90,19.0,8.4,35.82,73.15,0.43,0.48,53,53,53,55,59
2018-12-13,2165,42,10,0.0,66,9.6,4.1,71.47,168.26,0.07,0.13,26,28,31,34,42
2018-12-13,2160,31,6,0.01,76,7.1,3.5,104.99,244.42,0.07,0.1,31,33,36,39,43
2018-12-13,2164,42,16,0.0,63,10.1,3.2,126.54,297.88,0.09,0.15,26,30,32,39,46
2018-12-13,2166,31,9,0.0,58,10.7,5.4,129.18,300.73,0.06,0.12,30,31,34,37,42
2018-12-13,2127,38,15,0.0,75,7.5,3.1,112.58,232.5,0.1,0.14,33,33,36,39,47
2018-12-13,2155,31,9,0.0,66,9.0,2.1,105.42,248.18,0.07,0.11,27,30,32,36,40
2018-12-13,2140,43,25,0.0,40,22.3,6.6,135.56,319.09,0.07,0.19,31,35,36,43,48
2018-12-13,2129,38,14,0.0,74,13.0,4.3,128.98,303.58,0.1,0.14,32,33,36,41,47
2018-12-13,2133,29,0,0.0,85,9.2,2.4,105.67,215.8,0.06,0.08,32,32,33,35,38
2018-12-13,2134,36,8,0.0,52,12.8,4.2,105.66,218.2,0.06,0.11,28,30,32,36,39
2018-12-13,2056,61,48,0.0,63,14.0,3.7,45.65,82.46,0.26,0.41,46,48,49,45,55
2018-12-13,2137,36,9,0.0,74,9.6,3.9,106.19,250.0,0.08,0.11,33,33,35,40,46
2018-12-13,2157,36,5,0.0,72,13.0,2.7,122.53,288.42,0.07,0.11,29,29,31,36,43
2018-12-13,2132,37,13,0.0,55,14.4,3.0,105.04,247.27,0.07,0.14,26,29,30,37,42
2018-12-13,2159,52,31,0.0,35,14.5,3.3,131.16,308.83,0.09,0.26,38,39,41,44,52
2018-12-13,2154,34,10,0.0,66,9.9,2.6,108.42,252.4,0.08,0.12,25,27,29,36,43
2018-12-13,2158,41,19,0.0,42,9.4,3.4,135.91,306.66,0.07,0.17,32,33,34,38,43
2018-12-13,2163,39,15,0.0,64,8.0,3.1,121.54,286.14,0.09,0.15,29,31,34,37,45
2018-12-13,2139,31,9,0.0,63,17.1,7.4,126.96,298.91,0.07,0.11,29,29,33,36,40
2018-12-13,2018,40,15,0.0,54,18.4,6.2,94.04,168.1,0.08,0.16,28,29,31,35,42
2018-12-13,2179,59,41,0.0,79,18.5,4.2,64.47,116.5,0.29,0.37,46,45,45,47,51
2018-12-13,2115,61,43,0.06,75,13.3,4.1,70.61,127.6,0.28,0.38,51,51,51,53,58
2018-12-13,2026,58,31,0.0,43,13.2,4.0,158.58,286.6,0.1,0.29,45,47,49,55,62
