Date,Station Id,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment (in),Relative Humidity (pct) Mean of Hourly Values,Wind Speed Maximum (mph) Max of Hourly Values,Wind Speed Average (mph) Mean of Hourly Values,Solar Radiation Average (watt/m2) Mean of Hourly Values,Solar Radiation/langley Total (langley),Vapor Pressure - Partial (inch_Hg) Mean of Hourly Values,Vapor Pressure - Saturated (inch_Hg) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,Soil Temperature Observed -8in (degF) Mean of Hourly Values,Soil Temperature Observed -20in (degF) Mean of Hourly Values,Soil Temperature Observed -40in (degF) Mean of Hourly Values
2018-09-12,2057,91,65,0.0,79,7.3,2.2,248.41,449.1,0.72,0.99,80,80,79,78,78
2018-09-12,2091,78,68,0.14,87,6.5,1.5,96.18,198.6,0.7,0.81,78,78,78,78,78
2018-09-12,2085,78,66,0.0,88,9.8,2.9,112.69,203.67,0.67,0.78,77,77,76,78,68
2018-09-12,2084,79,68,0.02,85,8.4,2.2,117.35,242.3,0.69,0.82,76,76,76,64,77
2018-09-12,2215,67,39,0.0,20,22.6,5.5,272.83,557.1,0.08,0.46,56,59,58,57,56
2018-09-12,2189,95,61,0.0,23,16.5,5.1,285.49,583.0,0.21,0.92,86,87,87,86,85
2018-09-12,2187,84,55,0.0,14,17.5,5.4,278.87,504.0,0.1,0.8,76,76,76,76,74
2018-09-12,2191,69,48,0.0,17,24.1,6.2,274.84,496.7,0.08,0.52,67,68,69,70,72
2018-09-12,2218,72,46,0.0,48,8.4,2.1,188.19,384.3,0.21,0.47,70,70,71,73,71
2018-09-12,2149,83,60,0.0,12,17.1,5.0,271.59,560.9,0.09,0.79,75,76,76,76,76
2018-09-12,2197,76,32,0.0,29,21.8,6.8,246.8,0.01,0.15,0.86,72,72,71,70,67
2018-09-12,2173,120,65,0.0,36,10.1,1.7,256.8,530.2,0.48,1.16,78,76,75,76,76
2018-09-12,2068,81,61,0.0,69,20.3,6.6,231.29,418.0,0.49,0.76,67,67,67,66,64
2018-09-12,2092,81,63,0.0,84,15.0,4.7,147.01,265.74,0.67,0.8,72,65,72,71,72
2018-09-12,2094,81,56,0.0,79,20.9,8.7,205.4,371.3,0.53,0.73,69,70,69,69,68
2018-09-12,2093,83,58,0.0,78,22.3,8.2,240.24,434.2,0.58,0.78,70,69,70,70,70
2018-09-12,2005,77,57,0.0,89,11.5,2.6,142.64,257.87,0.59,0.68,73,72,72,73,73
2018-09-12,2002,86,64,0.03,71,16.7,7.4,189.65,391.58,0.56,0.84,64,64,63,62,61
2018-09-12,2032,84,70,0.18,84,12.0,4.7,132.12,296.8,0.76,0.92,79,78,77,79,79
2018-09-12,2086,88,71,0.01,91,13.6,3.3,187.13,386.4,0.84,0.95,76,76,75,74,74
2018-09-12,2117,64,41,0.0,47,18.8,7.3,195.14,424.54,0.18,0.42,64,64,63,60,60
2018-09-12,2121,64,48,0.0,60,21.5,5.7,110.32,259.69,0.27,0.46,63,65,65,65,65
2018-09-12,2180,92,72,0.01,84,10.8,2.3,217.57,444.31,0.86,1.06,83,83,72,81,80
2018-09-12,2119,62,44,0.09,77,18.2,6.4,129.58,305.06,0.3,0.4,64,65,65,64,62
2018-09-12,2118,67,42,0.0,50,16.6,5.5,180.36,424.65,0.22,0.48,69,68,68,66,64
2018-09-12,2001,82,60,0.0,79,19.6,5.3,184.3,333.14,0.58,0.77,69,69,68,66,69
2018-09-12,2145,77,43,0.0,18,12.6,3.2,199.98,412.9,0.1,0.59,60,61,61,61,60
2018-09-12,2141,74,59,0.0,11,25.2,4.0,284.47,587.5,0.08,0.67,69,69,69,69,67
2018-09-12,2020,71,50,0.0,76,20.2,8.7,104.24,245.51,0.38,0.51,61,61,61,60,56
2018-09-12,2072,82,60,0.0,71,23.6,10.3,215.39,389.3,0.52,0.78,67,67,66,64,63
2018-09-12,2075,90,64,0.0,80,6.8,1.0,250.63,452.98,0.71,0.94,78,78,77,76,76
2018-09-12,2106,84,58,0.0,67,17.1,7.9,263.95,545.0,0.48,0.78,78,74,78,77,78
2018-09-12,2105,84,57,0.0,42,19.7,7.4,266.84,551.0,0.47,0.77,76,76,76,75,76
2018-09-12,2178,94,71,0.02,88,10.5,1.0,218.86,446.9,0.85,1.02,81,81,81,81,80
2018-09-12,2200,85,65,0.0,76,8.7,1.9,138.66,283.2,0.62,0.85,75,75,76,77,79
2018-09-12,2202,87,65,0.0,76,12.8,3.4,199.93,408.3,0.67,0.92,77,77,77,77,77
2018-09-12,2138,84,57,0.0,17,25.2,7.3,279.8,658.58,0.12,0.78,70,71,73,73,72
2018-09-12,2135,78,49,0.0,20,19.3,6.9,170.95,349.1,0.12,0.63,71,70,72,71,68
2018-09-12,2136,80,38,0.0,38,15.0,2.7,180.99,426.02,0.18,0.59,66,68,67,65,64
2018-09-12,2150,73,51,0.0,19,29.8,9.0,247.93,570.68,0.11,0.58,61,60,60,59,57
2018-09-12,2125,83,44,0.0,23,30.4,8.6,291.28,685.71,0.13,0.71,73,74,71,68,64
2018-09-12,2130,81,55,0.0,18,32.4,11.6,267.22,622.1,0.12,0.72,68,69,70,68,67
2018-09-12,2128,78,51,0.0,22,27.1,9.9,263.69,538.4,0.15,0.71,74,74,75,74,71
2018-09-12,2126,86,43,0.0,19,20.5,5.6,273.07,642.73,0.12,0.8,73,70,68,66,64
2018-09-12,2181,96,73,0.49,82,17.0,2.4,239.67,489.4,0.9,1.16,82,83,82,81,80
2018-09-12,2165,86,49,0.0,14,24.3,5.9,241.65,568.86,0.08,0.74,70,71,71,70,69
2018-09-12,2160,74,39,0.0,28,34.5,8.0,178.39,415.3,0.12,0.54,66,67,68,68,67
2018-09-12,2164,87,62,0.0,13,32.1,13.2,282.61,665.3,0.11,0.9,78,80,78,75,72
2018-09-12,2166,81,51,0.0,18,25.6,8.0,297.51,664.85,0.1,0.69,70,70,70,68,65
2018-09-12,2127,88,54,0.0,19,30.6,11.0,260.47,537.8,0.14,0.87,77,77,77,75,73
2018-09-12,2155,84,41,0.0,30,19.4,4.2,259.64,611.27,0.15,0.68,73,69,69,67,65
2018-09-12,2140,91,59,0.0,15,25.7,7.7,298.6,702.81,0.13,0.93,80,79,79,76,74
2018-09-12,2129,85,52,0.0,21,33.5,12.8,274.45,646.04,0.14,0.78,73,74,73,72,70
2018-09-12,2133,79,35,0.0,49,15.3,2.9,230.67,471.0,0.19,0.53,71,70,69,66,63
2018-09-12,2134,81,52,0.0,16,25.1,7.2,258.73,534.3,0.11,0.74,69,67,68,64,64
2018-09-12,2056,93,65,0.0,82,5.9,0.6,186.92,337.82,0.77,1.03,74,76,77,68,74
2018-09-12,2137,88,57,0.0,14,31.0,12.5,258.73,609.1,0.11,0.88,71,71,71,70,68
2018-09-12,2157,79,34,0.0,38,26.6,7.3,271.04,637.94,0.14,0.54,59,60,59,58,57
2018-09-12,2132,85,54,0.0,17,21.8,6.4,252.72,594.97,0.12,0.79,79,77,76,74,72
2018-09-12,2159,95,66,0.0,12,25.8,7.8,281.75,655.84,0.13,1.16,88,87,87,84,82
2018-09-12,2154,89,49,0.0,27,25.1,5.4,261.66,609.22,0.18,0.81,76,76,75,74,71
2018-09-12,2158,88,67,0.0,13,23.7,6.7,282.31,664.62,0.12,0.98,80,76,77,77,73
2018-09-12,2163,90,67,0.0,10,30.5,13.9,284.01,668.61,0.1,1.06,84,83,83,82,80
2018-09-12,2139,80,54,0.0,20,30.1,10.7,280.75,660.97,0.13,0.68,67,68,68,66,65
2018-09-12,2018,95,51,0.0,51,18.6,5.7,230.93,412.8,0.34,0.9,72,72,70,69,68
2018-09-12,2179,92,66,0.0,80,6.0,1.1,235.97,426.5,0.77,1.01,77,75,75,76,74
2018-09-12,2115,94,70,0.0,84,11.7,1.7,201.12,363.5,0.84,1.04,80,80,80,79,78
2018-09-12,2026,99,65,0.0,31,17.8,4.1,248.72,449.5,0.33,1.22,86,85,85,84,81
