Date,Station Id,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment (in),Relative Humidity (pct) Mean of Hourly Values,Wind Speed Maximum (mph) Max of Hourly Values,Wind Speed Average (mph) Mean of Hourly Values,Solar Radiation Average (watt/m2) Mean of Hourly Values,Solar Radiation/langley Total (langley),Vapor Pressure - Partial (inch_Hg) Mean of Hourly Values,Vapor Pressure - Saturated (inch_Hg) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,Soil Temperature Observed -8in (degF) Mean of Hourly Values,Soil Temperature Observed -20in (degF) Mean of Hourly Values,Soil Temperature Observed -40in (degF) Mean of Hourly Values
2019-12-27,2057,68,48,0.12,83,8.5,1.3,50.25,90.8,0.38,0.47,52,52,52,51,53
2019-12-27,2091,68,54,0.0,73,8.4,2.2,45.14,93.2,0.5,0.54,55,54,54,53,54
2019-12-27,2085,66,53,0.0,96,11.1,2.8,49.1,88.74,0.47,0.49,54,53,52,51,42
2019-12-27,2084,69,56,0.0,91,7.2,1.5,63.56,131.2,0.49,0.54,55,56,55,53,53
2019-12-27,2215,29,-1,0.0,69,9.5,2.8,116.44,237.8,0.06,0.09,25,27,30,35,38
2019-12-27,2189,45,35,0.0,81,11.3,3.3,135.05,275.8,0.19,0.24,40,41,44,51,58
2019-12-27,2187,40,20,0.0,63,22.8,5.8,123.92,224.0,0.1,0.16,32,32,34,37,44
2019-12-27,2191,33,9,0.0,58,11.0,2.3,111.6,201.7,0.06,0.12,32,35,37,42,54
2019-12-27,2218,40,31,0.0,52,11.9,3.2,76.09,155.4,0.11,0.21,34,35,37,41,47
2019-12-27,2149,35,23,0.0,64,25.7,11.9,127.8,263.9,0.1,0.17,34,35,36,40,45
2019-12-27,2197,28,17,0.04,97,10.2,2.5,51.55,105.3,0.11,0.12,31,32,32,35,39
2019-12-27,2173,64,51,0.02,95,9.2,1.7,53.8,111.1,0.44,0.47,55,55,53,53,53
2019-12-27,2068,42,20,0.0,77,10.0,2.7,78.99,142.8,0.13,0.17,32,33,34,37,41
2019-12-27,2092,51,30,0.0,89,14.8,7.1,34.09,61.62,0.21,0.24,44,36,46,46,49
2019-12-27,2094,42,18,0.0,85,18.9,6.0,69.68,126.0,0.15,0.18,39,40,42,45,48
2019-12-27,2093,39,18,0.24,90,17.3,5.2,69.09,124.9,0.15,0.16,35,36,37,43,46
