Date,Station Id,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment (in),Relative Humidity (pct) Mean of Hourly Values,Wind Speed Maximum (mph) Max of Hourly Values,Wind Speed Average (mph) Mean of Hourly Values,Solar Radiation Average (watt/m2) Mean of Hourly Values,Solar Radiation/langley Total (langley),Vapor Pressure - Partial (inch_Hg) Mean of Hourly Values,Vapor Pressure - Saturated (inch_Hg) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,Soil Temperature Observed -8in (degF) Mean of Hourly Values,Soil Temperature Observed -20in (degF) Mean of Hourly Values,Soil Temperature Observed -40in (degF) Mean of Hourly Values
2018-06-15,2057,90,68,0.0,79,11.5,2.1,252.79,457.0,0.74,1.01,83,84,82,78,74
2018-06-15,2091,94,77,0.0,67,12.1,3.1,296.95,613.3,0.78,1.24,83,82,82,78,74
2018-06-15,2085,98,75,0.0,65,10.7,2.0,226.42,409.25,0.78,1.25,87,87,84,78,64
2018-06-15,2084,96,75,0.0,68,13.1,2.2,294.27,607.6,0.8,1.25,83,82,81,81,72
2018-06-15,2215,76,44,0.0,23,20.7,5.9,382.15,780.3,0.13,0.6,66,66,61,54,51
2018-06-15,2189,92,76,0.0,30,16.5,4.1,367.37,750.2,0.38,1.22,95,92,88,83,78
2018-06-15,2187,89,59,0.0,17,22.8,6.4,372.36,673.1,0.15,0.96,84,84,80,75,67
2018-06-15,2191,76,45,0.0,30,19.4,3.4,357.03,645.3,0.14,0.58,73,72,72,69,65
2018-06-15,2218,78,58,0.0,38,6.0,1.2,303.04,618.9,0.26,0.69,78,77,75,70,62
2018-06-15,2149,91,62,0.0,15,16.9,5.0,362.23,748.0,0.12,0.94,81,79,79,73,70
2018-06-15,2197,96,51,0.01,42,30.1,8.5,256.94,524.7,0.33,0.93,80,79,78,73,65
2018-06-15,2173,93,74,0.0,84,8.2,1.4,323.88,668.8,0.91,1.16,84,84,80,78,72
