Date,Station Id,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment (in),Relative Humidity (pct) Mean of Hourly Values,Wind Speed Maximum (mph) Max of Hourly Values,Wind Speed Average (mph) Mean of Hourly Values,Solar Radiation Average (watt/m2) Mean of Hourly Values,Solar Radiation/langley Total (langley),Vapor Pressure - Partial (inch_Hg) Mean of Hourly Values,Vapor Pressure - Saturated (inch_Hg) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,Soil Temperature Observed -8in (degF) Mean of Hourly Values,Soil Temperature Observed -20in (degF) Mean of Hourly Values,Soil Temperature Observed -40in (degF) Mean of Hourly Values
2019-06-03,2057,84,65,0.0,65,12.6,3.6,296.38,535.7,0.53,0.86,85,85,83,78,72
2019-06-03,2091,93,71,1.2,73,21.7,3.0,214.81,443.6,0.7,1.09,79,78,79,75,72
2019-06-03,2085,89,70,0.0,55,13.5,4.8,213.96,386.72,0.56,1.05,74,73,71,69,56
2019-06-03,2084,91,72,0.02,60,11.0,2.9,250.84,517.9,0.65,1.11,79,80,78,64,70
2019-06-03,2215,67,42,0.01,63,18.0,2.8,272.53,556.5,0.25,0.44,53,53,49,45,45
2019-06-03,2189,85,63,0.0,57,14.1,3.8,351.65,718.1,0.47,0.9,90,86,82,77,73
2019-06-03,2187,78,48,0.0,45,17.1,4.2,355.19,641.9,0.25,0.65,70,70,66,62,58
2019-06-03,2191,69,42,0.01,55,11.6,2.4,297.79,538.3,0.22,0.46,61,59,58,56,56
2019-06-03,2218,84,61,0.0,53,8.6,2.2,337.79,689.7,0.38,0.79,78,75,71,64,57
2019-06-03,2149,79,53,0.0,42,16.0,6.2,367.06,758.0,0.25,0.69,63,61,61,57,58
2019-06-03,2197,81,38,0.43,68,23.5,5.6,243.22,496.7,0.31,0.54,61,61,60,56,52
2019-06-03,2173,92,64,0.0,9,10.0,1.9,316.85,654.2,0.01,0.99,89,84,82,79,72
2019-06-03,2068,71,58,0.0,70,16.8,4.9,142.84,258.2,0.42,0.61,64,64,64,61,56
2019-06-03,2092,86,67,0.0,82,15.6,6.0,252.46,456.38,0.72,0.91,73,63,70,68,64
2019-06-03,2094,84,61,0.0,70,23.3,10.7,245.46,443.8,0.55,0.8,66,65,63,60,56
2019-06-03,2093,88,62,0.22,70,31.1,7.7,314.66,568.8,0.58,0.89,68,66,63,59,55
2019-06-03,2005,76,58,0.0,68,13.1,4.0,267.4,483.28,0.44,0.68,75,74,73,71,66
2019-06-03,2002,84,51,0.0,52,22.6,8.2,313.7,647.81,0.34,0.75,57,57,55,52,49
2019-06-03,2032,94,71,0.0,67,9.4,2.9,237.63,533.81,0.72,1.14,83,82,80,77,72
2019-06-03,2086,95,73,0.0,63,12.5,3.4,309.13,638.36,0.72,1.22,82,81,79,76,71
2019-06-03,2117,80,53,0.0,39,27.6,12.2,354.34,770.87,0.25,0.73,66,66,65,57,51
2019-06-03,2121,86,57,0.0,47,18.6,7.1,320.95,755.59,0.34,0.83,68,66,64,58,53
2019-06-03,2180,95,73,0.0,69,16.1,2.9,238.1,486.19,0.76,1.21,85,84,72,82,80
2019-06-03,2119,80,52,0.0,46,22.7,10.1,320.05,753.43,0.29,0.71,64,61,57,52,49
2019-06-03,2118,83,51,0.0,40,29.4,10.5,333.3,784.66,0.25,0.78,70,67,66,58,51
2019-06-03,2001,76,58,1.27,84,21.4,6.5,155.7,281.36,0.55,0.65,64,63,60,54,57
2019-06-03,2145,71,38,0.0,51,6.3,0.8,112.45,232.2,0.19,0.45,50,51,49,48,47
2019-06-03,2141,69,46,0.0,31,12.4,2.2,287.4,593.4,0.15,0.5,61,60,58,54,51
2019-06-03,2020,88,52,0.34,66,20.3,7.5,289.95,682.77,0.48,0.82,56,52,50,47,43
2019-06-03,2072,76,56,0.0,68,20.0,8.9,256.23,463.2,0.44,0.66,61,61,60,54,51
2019-06-03,2075,83,65,0.0,64,9.9,1.9,311.14,562.43,0.51,0.85,81,81,79,76,71
2019-06-03,2106,84,56,0.0,75,35.6,7.5,319.72,660.1,0.54,0.79,74,71,74,74,71
2019-06-03,2105,84,60,0.0,30,24.0,8.5,319.72,660.2,0.53,0.82,74,74,73,71,68
2019-06-03,2178,96,65,0.0,68,11.6,1.7,295.82,604.1,0.63,1.08,87,86,67,82,76
