,Region,NDVI,VV,VH,AvgTemp,Avgrelhumid,Totrain
0,Canizal,0.5172,0.0648279637098312,0.0138698015362024,6.698765432098765,85.24249999999999,0.26066666666666666
1,Carretoro,0.4335,0.0764695331454277,0.0137917883694171,6.830092592592592,85.35388888888886,0.27999999999999997
2,Casa_Periles,0.4311,0.0,0.0,6.648456790123459,86.19305555555556,0.25800000000000006
3,Concejo_del_Monte,0.2513,0.0,0.0,6.591512345679013,86.065,0.2673333333333333
4,El_Coto,0.3187,0.0,0.0,6.871759259259259,86.1125,0.2966666666666667
5,El_Tomillar,0.3361,0.0,0.0,6.720061728395063,86.31416666666665,0.32733333333333337
6,Granja_g,0.5794,0.0871115624904632,0.0156861171126365,6.771759259259259,85.6011111111111,0.28200000000000003
7,Guarrati,0.4637,0.0634490624070167,0.0168909076601266,6.6117283950617285,86.14111111111112,0.31866666666666676
8,La_Atalaya,0.2251,0.0857387632131576,0.0144465705379843,6.64320987654321,86.26500000000001,0.23266666666666672
9,La_Cruz_de_Elias,0.3927,0.108686305582523,0.0123598091304302,6.61111111111111,86.12638888888888,0.2666666666666667
10,Las_Arenas,0.4269,0.0,0.0,6.85185185185185,86.24055555555556,0.31666666666666665
11,Las_Bodegas,0.5024,0.067805640399456,0.0133834145963191,6.4893518518518505,87.16416666666666,0.25000000000000006
12,Las_Brozas,0.3115,0.0995,0.013059999999999999,6.912654320987654,85.05194444444444,0.24266666666666667
13,Las_Eritas,0.4755,0.0927247628569603,0.0156822297722101,6.7175925925925934,85.5925,0.27399999999999997
14,Las_Tres_Rayas,0.4453,0.0748859718441963,0.0109564950689673,6.416358024691358,87.03527777777778,0.366
15,Las_Vacas,0.4467,0.0,0.0,6.584413580246913,86.09027777777777,0.25933333333333336
16,Las_Victorias,0.5025,0.20456,0.03487,6.7518518518518515,85.87444444444442,0.25200000000000006
17,Llanos_de_la_Boveda,0.3517,0.0,0.0,6.512962962962963,86.41388888888888,0.268
18,Paredinas,0.2708,0.08527,0.014830000000000001,6.8606481481481465,85.17111111111109,0.24133333333333334
19,Zamarron,0.4657,0.0376281626522541,0.00625706603750586,6.508641975308643,86.95472222222223,0.3360000000000001
