,Region,NDVI,VV,VH,AvgTemp,Avgrelhumid,Totrain
0,Canizal,0.0865,0.0319465175271034,0.0034773312509059897,6.384413580246914,86.24777777777777,0.08600000000000002
1,Carretoro,0.24100000000000002,0.028754536062479,0.008207324892282479,6.609413580246914,86.58305555555556,0.08866666666666667
2,Casa_Periles,0.4312,0.0164783708751201,0.00409859744831919,6.541975308641976,86.0275,0.08066666666666668
3,Concejo_del_Monte,0.2474,0.0320416651666164,0.00477835955098271,6.3929012345679,86.43527777777778,0.07733333333333334
4,El_Coto,0.4485,0.0357284732162952,0.007433205377310509,6.6641975308641985,86.42472222222223,0.08666666666666667
5,El_Tomillar,0.2364,0.026225171983242004,0.00531828822568059,6.406018518518519,86.90527777777778,0.08133333333333333
6,Granja_g,0.33299999999999996,0.0915310755372047,0.0106447217985987,6.634413580246913,86.32194444444444,0.08600000000000002
7,Guarrati,0.2724,0.025271451100707,0.00654972344636917,6.227777777777778,87.18472222222223,0.08800000000000002
8,La_Atalaya,-0.0117,0.0468257032334804,0.00533150695264339,6.099228395061728,87.015,0.09266666666666667
9,La_Cruz_de_Elias,0.1084,0.0328304097056388,0.00504399323835969,6.342129629629629,86.49055555555557,0.08333333333333334
10,Las_Arenas,0.2435,0.0304589960724115,0.00516126444563269,6.552006172839504,86.95499999999998,0.08000000000000002
11,Las_Bodegas,0.0721,0.0278416108340024,0.00648406753316521,5.898765432098765,87.61388888888888,0.09000000000000001
12,Las_Brozas,0.3274,0.0396448336541652,0.00556056620553135,6.899228395061728,85.62777777777777,0.07733333333333334
13,Las_Eritas,0.0364,0.0528290010988712,0.0055637280456721705,6.328858024691357,86.71722222222223,0.08666666666666668
14,Las_Tres_Rayas,0.3804,0.0411067828536033,0.0109389843419194,5.896604938271605,88.49833333333336,0.08933333333333335
15,Las_Vacas,0.2501,0.0456660948693752,0.00447311718016862,6.477623456790124,85.99333333333334,0.07333333333333333
16,Las_Victorias,0.2311,0.0397625938057899,0.0071255681104958,6.665586419753088,85.96944444444445,0.08266666666666667
17,Llanos_de_la_Boveda,0.2701,0.0423981323838233,0.0047120535746216705,6.323148148148149,86.3527777777778,0.08333333333333333
18,Paredinas,0.3191,0.0436785332858562,0.00636868737637996,6.784259259259259,85.85027777777779,0.07400000000000001
19,Zamarron,0.2939,0.0268273334950208,0.0050968206487596,5.963425925925927,88.19555555555554,0.09133333333333335
