,Region,NDVI,VV,VH,AvgTemp,Avgrelhumid,Totrain
0,Canizal,0.3995,0.0552874356508255,0.0152488723397254,16.021296296296295,48.79999999999999,0.02333333333333333
1,Carretoro,0.1797,0.0465096868574619,0.007083545438945291,16.25817901234568,48.474999999999994,0.022
2,Casa_Periles,0.2251,0.0254566017538309,0.005232810974121089,16.150308641975307,48.111666666666665,0.02333333333333333
3,Concejo_del_Monte,0.1936,0.0289535857737064,0.00473587587475776,16.093672839506173,48.4625,0.022
4,El_Coto,0.2212,0.0367713049054145,0.00810879468917846,16.27037037037037,48.20472222222222,0.022666666666666665
5,El_Tomillar,0.2659,0.0344257801771163,0.00773876393213868,16.156635802469133,48.04388888888889,0.020666666666666667
6,Granja_g,0.4692,0.0742965191602706,0.0187565013766288,16.207098765432097,48.37416666666666,0.02133333333333333
7,Guarrati,0.4446,0.0422399342060089,0.0086356783285737,16.050462962962964,48.22527777777778,0.02333333333333333
8,La_Atalaya,0.1678,0.0479161366820335,0.00987326167523861,15.845370370370368,49.21722222222222,0.024000000000000007
9,La_Cruz_de_Elias,0.1688,0.0740596950054168,0.00887526199221611,16.078086419753088,48.50694444444445,0.023333333333333334
10,Las_Arenas,0.2232,0.0319833755493164,0.00940530747175216,16.216975308641974,48.114444444444445,0.022000000000000002
11,Las_Bodegas,0.3225,0.0330445915460586,0.00968561600893735,15.753240740740742,48.943333333333335,0.02533333333333333
12,Las_Brozas,0.2732,0.0706067532300949,0.008852489292621609,16.220679012345677,48.46166666666667,0.024666666666666667
13,Las_Eritas,0.1994,0.0603949800133705,0.009504611603915691,16.08688271604938,48.587222222222216,0.022
14,Las_Tres_Rayas,0.275,0.0419086180627346,0.0154790822416543,15.748148148148148,48.576944444444436,0.027333333333333334
15,Las_Vacas,0.2157,0.0429505072534084,0.00647763581946492,16.091975308641974,48.34138888888889,0.02266666666666667
16,Las_Victorias,0.2248,0.069654993712902,0.015251450240612,16.1695987654321,48.26638888888889,0.024666666666666667
17,Llanos_de_la_Boveda,0.2095,0.0502150878310203,0.00789882522076368,16.024691358024693,48.13416666666667,0.02266666666666667
18,Paredinas,0.278,0.0608053766191005,0.0106763886287808,16.117746913580245,48.39138888888889,0.02666666666666667
19,Zamarron,0.2338,0.0412715710699558,0.0071447566151618905,15.827314814814814,48.65805555555555,0.027333333333333334
