,Region,NDVI,VV,VH,AvgTemp,Avgrelhumid,Totrain
0,Canizal,0.3948,0.0557959973812103,0.0154673885554075,7.70324074074074,73.44027777777778,0.05600000000000001
1,Carretoro,0.5366,0.0695153176784515,0.0150333698838949,7.98888888888889,73.07444444444447,0.1146666666666667
2,Casa_Periles,0.384,0.0771910399198532,0.00983393099159002,7.9359567901234565,73.22500000000001,0.14866666666666667
3,Concejo_del_Monte,0.5098,0.10113551467657,0.0230417940765619,7.788117283950616,73.43666666666667,0.10933333333333335
4,El_Coto,0.439,0.0668436661362648,0.007349926047027109,8.119753086419754,73.40555555555555,0.15666666666666668
5,El_Tomillar,0.2445,0.0388220883905887,0.0096727879717946,7.872685185185186,74.0863888888889,0.13133333333333336
6,Granja_g,0.6844,0.0581437088549137,0.0097734984010458,8.018209876543208,72.9188888888889,0.136
7,Guarrati,0.6429,0.0282446257770061,0.0118409898132085,7.677314814814816,74.26250000000002,0.1366666666666667
8,La_Atalaya,0.3838,0.0767639949917793,0.0108687272295355,7.497376543209876,74.88138888888889,0.042
9,La_Cruz_de_Elias,0.6058,0.0489980019629001,0.0108066545799374,7.749074074074073,73.77472222222222,0.10400000000000002
10,Las_Arenas,0.5812,0.0622359663248062,0.00916676968336105,8.071913580246912,73.76861111111111,0.11066666666666668
11,Las_Bodegas,0.514,0.0718440413475036,0.0137118101119995,7.337345679012344,75.90194444444445,0.06333333333333335
12,Las_Brozas,0.3744,0.10492752492427802,0.0129632698372006,8.245987654320988,72.18694444444445,0.16266666666666668
13,Las_Eritas,0.621,0.0923840180039405,0.0213606785982847,7.674228395061729,74.17111111111112,0.07466666666666669
14,Las_Tres_Rayas,0.4174,0.0612482354044914,0.0118690310046076,7.4148148148148145,75.44388888888889,0.11666666666666668
15,Las_Vacas,0.4559,0.101979881525039,0.0165705643594265,7.834259259259259,73.18055555555556,0.11666666666666668
16,Las_Victorias,0.4366,0.0871641784906387,0.012924681417643998,8.069598765432097,72.91527777777779,0.16266666666666665
17,Llanos_de_la_Boveda,0.4338,0.046448029577732,0.0138429002836346,7.763117283950616,73.59888888888891,0.14333333333333337
18,Paredinas,0.2552,0.0700059831142425,0.00755314994603395,8.209104938271604,72.26527777777777,0.14933333333333335
19,Zamarron,0.5232,0.098554827272892,0.00990520231425762,7.453858024691357,75.47583333333333,0.11533333333333336
