,Region,NDVI,VV,VH,AvgTemp,Avgrelhumid,Totrain
0,Canizal,0.3701,0.0652387663722038,0.0174837708473205,10.752006172839504,72.86305555555556,0.16266666666666665
1,Carretoro,0.6115,0.0603219158947467,0.0139367328956723,10.91543209876543,73.62333333333335,0.20199999999999999
2,Casa_Periles,0.4037,0.0900407806038856,0.0332846008241176,10.713425925925923,74.48472222222222,0.18866666666666668
3,Concejo_del_Monte,0.5993,0.0961452573537826,0.0309071354568004,10.641975308641975,74.5825,0.19733333333333333
4,El_Coto,0.3663,0.0644779205322265,0.0140797821804881,10.907870370370372,74.51,0.174
5,El_Tomillar,0.3154,0.0521347485482692,0.0193209536373615,10.719444444444443,74.93249999999999,0.16066666666666668
6,Granja_g,0.6176,0.0634056255221366,0.0225965604186058,10.853703703703705,73.91222222222223,0.18266666666666664
7,Guarrati,0.8078,0.0444294027984142,0.0158849731087684,10.632716049382715,74.65361111111109,0.17666666666666664
8,La_Atalaya,0.56,0.0925511270761489,0.0221316013485193,10.652469135802468,74.11916666666666,0.07333333333333333
9,La_Cruz_de_Elias,0.5079,0.0441664420068264,0.0158022455871105,10.645524691358023,74.52583333333334,0.20933333333333334
10,Las_Arenas,0.4572,0.109815068542957,0.0195677187293767,10.854783950617284,74.83499999999998,0.158
11,Las_Bodegas,0.4722,0.049248106777668,0.0181173700839281,10.487499999999999,74.97416666666666,0.09800000000000002
12,Las_Brozas,0.3601,0.11532710492610902,0.0180352497845888,10.93425925925926,73.70444444444443,0.194
13,Las_Eritas,0.5661,0.101105131208896,0.031604915857315,10.747376543209876,73.30305555555555,0.15799999999999997
14,Las_Tres_Rayas,0.5057,0.09383083134889597,0.014747948385774999,10.427314814814816,75.45611111111111,0.16066666666666668
15,Las_Vacas,0.4674,0.14744311571121202,0.0196102503687143,10.644135802469133,74.52666666666667,0.20733333333333331
16,Las_Victorias,0.4468,0.090416170656681,0.0224803388118743,10.79104938271605,74.28361111111113,0.18333333333333332
17,Llanos_de_la_Boveda,0.4384,0.136293873190879,0.021354142576456,10.574999999999998,74.71555555555555,0.18400000000000002
18,Paredinas,0.2862,0.0879840031266212,0.0202379468828439,10.879166666666665,73.8163888888889,0.21399999999999997
19,Zamarron,0.595,0.0861101821064949,0.0137164210900664,10.523456790123456,75.23250000000002,0.17800000000000002
