,Region,NDVI,VV,VH,AvgTemp,Avgrelhumid,Totrain
0,Canizal,0.5321,0.07953104376792905,0.027851098217070047,20.624537037037037,52.50333333333334,0.002
1,Carretoro,0.2022,0.0385442730039358,0.011789867188781456,20.887962962962963,52.69972222222222,0.002
2,Casa_Periles,0.254,0.03548861201852555,0.005879824282601471,20.72577160493827,52.60722222222223,0.012000000000000002
3,Concejo_del_Monte,0.2091,0.034919019788503605,0.00656235846690833,20.68873456790123,52.05277777777777,0.005333333333333333
4,El_Coto,0.24,0.04164780676364895,0.00990168005228042,20.83719135802469,53.14194444444445,0.012
5,El_Tomillar,0.2713,0.0324514303356409,0.012962819542735749,20.583024691358023,53.504444444444445,0.005333333333333333
6,Granja_g,0.5186,0.10165110602974856,0.025102557614445603,20.87253086419753,52.76500000000001,0.0026666666666666666
7,Guarrati,0.5615,0.04985606670379635,0.01220001699402925,20.441512345679012,53.400833333333345,0.0013333333333333333
8,La_Atalaya,0.3086,0.036389572545886005,0.01310364529490465,20.31003086419753,53.11916666666666,0.0026666666666666666
9,La_Cruz_de_Elias,0.1734,0.0602402370423078,0.01065595075488085,20.611574074074074,52.32388888888888,0.005333333333333333
10,Las_Arenas,0.2538,0.034988446161150905,0.006970988586544985,20.693364197530865,53.698333333333345,0.009333333333333334
11,Las_Bodegas,0.2967,0.0223985025659203,0.006420992547646165,20.09722222222222,53.55194444444444,0.0013333333333333333
12,Las_Brozas,0.297,0.0491893626749515,0.010600547771900884,21.04166666666667,52.577222222222225,0.014666666666666666
13,Las_Eritas,0.1927,0.07939674705266944,0.01084333425387735,20.537500000000005,52.97722222222222,0.002
14,Las_Tres_Rayas,0.3016,0.05137644335627555,0.013672947417944649,19.996296296296293,54.51499999999999,0.0013333333333333333
15,Las_Vacas,0.2963,0.0529679451137781,0.009319812990725016,20.73827160493827,51.889444444444436,0.004
16,Las_Victorias,0.2052,0.04873988963663575,0.008544528624042865,20.833796296296292,52.725555555555566,0.015333333333333334
17,Llanos_de_la_Boveda,0.2332,0.043039239943027455,0.010953195393085476,20.535185185185185,52.7175,0.007333333333333334
18,Paredinas,0.3182,0.05070673488080495,0.0126995253376662,20.95679012345679,52.69249999999999,0.015333333333333334
19,Zamarron,0.3095,0.02998067438602445,0.011669044615700794,20.12407407407407,54.09972222222222,0.0013333333333333333
