,Region,NDVI,VV,VH,AvgTemp,Avgrelhumid,Totrain
0,Canizal,0.5859,0.061017919331789,0.0135253565385937,7.879166666666666,80.04638888888888,0.06000000000000001
1,Carretoro,0.5284,0.0451417900621891,0.00980020686984062,8.087191358024691,80.2822222222222,0.058666666666666666
2,Casa_Periles,0.5579,0.0334130115807056,0.00793521292507648,7.985802469135802,80.83888888888889,0.05000000000000001
3,Concejo_del_Monte,0.4216,0.12046194076538,0.020057437941432,7.888271604938271,80.95944444444446,0.05000000000000001
4,El_Coto,0.3525,0.0370742976665496,0.0081295296549797,8.146141975308643,81.0161111111111,0.05733333333333334
5,El_Tomillar,0.3071,0.0434147864580154,0.00750186759978532,7.939351851851852,81.5425,0.05466666666666667
6,Granja_g,0.6609,0.0564198270440101,0.0186193138360977,8.06033950617284,80.44027777777778,0.05600000000000001
7,Guarrati,0.5292,0.0463579669594764,0.0135502610355615,7.8080246913580265,81.52361111111114,0.07600000000000001
8,La_Atalaya,0.2684,0.0980021655559539,0.0126627776771783,7.72716049382716,81.61611111111112,0.06866666666666667
9,La_Cruz_de_Elias,0.4306,0.0843303948640823,0.0108198169618844,7.854166666666666,81.18888888888888,0.05533333333333333
10,Las_Arenas,0.5255,0.0571834221482276,0.0109980385750532,8.077160493827162,81.37805555555558,0.04933333333333333
11,Las_Bodegas,0.4595,0.0662618950009346,0.00853699631989002,7.567592592592591,82.64194444444443,0.08533333333333333
12,Las_Brozas,0.3335,0.07973109930753701,0.008228808641433709,8.287037037037036,79.49694444444444,0.07866666666666668
13,Las_Eritas,0.6027,0.0915433391928672,0.0159982703626155,7.86141975308642,80.59388888888888,0.06466666666666668
14,Las_Tres_Rayas,0.361,0.07049015164375297,0.015514257363975001,7.5737654320987655,82.61666666666669,0.10600000000000001
15,Las_Vacas,0.5085,0.0491695404052734,0.007818919606506821,7.932098765432099,80.71027777777778,0.04866666666666667
16,Las_Victorias,0.4857,0.0675583109259605,0.0182103235274553,8.100462962962961,80.41972222222222,0.06333333333333334
17,Llanos_de_la_Boveda,0.3384,0.0506923273205757,0.0135847181081771,7.815740740740741,81.2713888888889,0.04733333333333333
18,Paredinas,0.2706,0.0736053586006164,0.0132545074447989,8.210648148148149,79.71388888888889,0.09000000000000002
19,Zamarron,0.4971,0.0603753812611103,0.0054366341792047,7.638425925925926,82.58055555555558,0.10533333333333333
