0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,9
0,10
0,11
0,20
0,23
0,25
0,26
0,36
1,0
1,2
1,3
1,4
1,5
1,6
1,7
1,9
1,10
1,11
1,20
1,21
1,23
1,25
1,26
1,36
2,0
2,1
2,3
2,4
2,5
2,6
2,7
2,9
2,10
2,11
2,23
2,25
2,26
2,36
3,0
3,1
3,2
3,4
3,5
3,6
3,7
3,9
3,10
3,11
3,23
3,25
3,26
3,36
4,0
4,1
4,2
4,3
4,5
4,6
4,7
4,9
4,10
4,11
4,23
4,25
4,26
4,36
5,0
5,1
5,2
5,3
5,4
5,6
5,7
5,9
5,10
5,11
5,20
5,23
5,25
5,26
5,36
6,0
6,1
6,2
6,3
6,4
6,5
6,7
6,9
6,10
6,11
6,20
6,21
6,23
6,25
6,26
6,36
7,0
7,1
7,2
7,3
7,4
7,5
7,6
7,9
7,10
7,11
7,23
7,25
7,26
7,36
8,13
8,14
8,32
8,33
8,37
8,38
8,39
8,41
8,45
8,46
8,47
8,48
8,49
8,51
8,52
8,53
8,54
8,55
8,56
8,58
8,59
8,60
8,61
8,62
8,63
8,64
8,65
8,66
9,0
9,1
9,2
9,3
9,4
9,5
9,6
9,7
9,10
9,11
9,19
9,20
9,21
9,22
9,23
9,25
9,26
9,31
9,36
9,39
9,40
10,0
10,1
10,2
10,3
10,4
10,5
10,6
10,7
10,9
10,11
10,19
10,20
10,21
10,22
10,23
10,25
10,26
10,31
10,36
10,40
11,0
11,1
11,2
11,3
11,4
11,5
11,6
11,7
11,9
11,10
11,19
11,20
11,21
11,22
11,23
11,25
11,26
11,31
11,36
11,39
11,40
12,13
12,14
12,15
12,16
12,17
12,32
12,33
12,41
12,42
12,43
12,44
12,45
12,46
12,47
12,48
12,49
12,50
12,51
12,52
12,53
12,54
12,55
12,56
12,57
12,58
12,59
12,60
12,61
12,62
12,63
12,64
12,65
12,66
13,8
13,12
13,14
13,15
13,16
13,17
13,32
13,33
13,41
13,42
13,43
13,45
13,46
13,47
13,48
13,49
13,50
13,51
13,52
13,53
13,54
13,55
13,56
13,57
13,58
13,59
13,60
13,61
13,62
13,64
13,65
13,66
14,8
14,12
14,13
14,15
14,16
14,17
14,32
14,33
14,41
14,42
14,43
14,44
14,45
14,46
14,47
14,48
14,49
14,50
14,51
14,52
14,53
14,54
14,55
14,56
14,57
14,58
14,59
14,60
14,61
14,62
14,63
14,64
14,65
14,66
15,12
15,13
15,14
15,16
15,17
15,32
15,33
15,41
15,42
15,43
15,44
15,45
15,46
15,47
15,48
15,49
15,50
15,51
15,52
15,53
15,54
15,55
15,56
15,57
15,58
15,59
15,60
15,61
15,62
15,63
15,64
15,65
15,66
16,12
16,13
16,14
16,15
16,17
16,32
16,33
16,42
16,43
16,44
16,45
16,47
16,48
16,49
16,50
16,51
16,53
16,56
16,57
16,59
16,60
16,62
16,65
17,12
17,13
17,14
17,15
17,16
17,32
17,33
17,41
17,42
17,43
17,44
17,45
17,46
17,47
17,48
17,49
17,50
17,51
17,52
17,53
17,54
17,55
17,56
17,57
17,58
17,59
17,60
17,61
17,62
17,63
17,64
17,65
17,66
18,19
18,20
18,21
18,22
18,28
18,29
18,30
18,31
18,34
18,35
18,37
18,38
18,40
18,41
18,42
18,43
18,44
18,45
18,46
18,47
18,48
18,49
18,50
18,51
18,52
18,53
18,54
18,55
18,56
18,57
18,58
18,59
18,60
18,61
18,62
18,63
18,64
18,65
18,66
18,67
19,9
19,10
19,11
19,18
19,20
19,21
19,22
19,23
19,24
19,31
19,34
19,35
19,40
19,67
20,0
20,1
20,5
20,6
20,9
20,10
20,11
20,18
20,19
20,21
20,22
20,23
20,24
20,25
20,26
20,31
20,35
20,36
20,37
20,38
20,39
20,40
20,67
21,1
21,6
21,9
21,10
21,11
21,18
21,19
21,20
21,22
21,23
21,24
21,25
21,26
21,31
21,34
21,35
21,36
21,37
21,38
21,39
21,40
21,67
22,9
22,10
22,11
22,18
22,19
22,20
22,21
22,24
22,31
22,34
22,35
22,37
22,38
22,39
22,40
22,41
22,46
22,52
22,54
22,55
22,58
22,61
22,63
22,66
22,67
23,0
23,1
23,2
23,3
23,4
23,5
23,6
23,7
23,9
23,10
23,11
23,19
23,20
23,21
23,25
23,26
23,31
23,36
24,19
24,20
24,21
24,22
24,31
24,34
24,35
24,67
25,0
25,1
25,2
25,3
25,4
25,5
25,6
25,7
25,9
25,10
25,11
25,20
25,21
25,23
25,26
25,31
25,36
25,39
25,40
26,0
26,1
26,2
26,3
26,4
26,5
26,6
26,7
26,9
26,10
26,11
26,20
26,21
26,23
26,25
26,36
26,39
26,40
27,28
27,29
27,30
27,34
27,42
27,43
27,44
27,48
27,49
27,50
27,54
27,57
27,58
27,59
27,61
27,63
27,67
28,18
28,27
28,29
28,30
28,34
28,35
28,42
28,43
28,44
28,48
28,50
28,54
28,57
28,58
28,59
28,61
28,63
28,67
29,18
29,27
29,28
29,30
29,34
29,42
29,43
29,44
29,48
29,49
29,50
29,51
29,52
29,53
29,54
29,56
29,57
29,58
29,59
29,61
29,63
29,65
29,67
30,18
30,27
30,28
30,29
30,34
30,42
30,43
30,44
30,49
30,50
30,54
30,57
30,58
30,59
30,61
30,63
30,67
31,9
31,10
31,11
31,18
31,19
31,20
31,21
31,22
31,23
31,24
31,25
31,34
31,35
31,37
31,38
31,40
31,67
32,8
32,12
32,13
32,14
32,15
32,16
32,17
32,33
32,41
32,42
32,43
32,44
32,45
32,46
32,47
32,48
32,49
32,50
32,51
32,52
32,53
32,54
32,55
32,56
32,57
32,58
32,59
32,60
32,61
32,62
32,63
32,64
32,65
32,66
33,8
33,12
33,13
33,14
33,15
33,16
33,17
33,32
33,41
33,42
33,43
33,44
33,45
33,46
33,47
33,48
33,49
33,50
33,51
33,52
33,53
33,54
33,55
33,56
33,57
33,58
33,59
33,60
33,61
33,62
33,63
33,64
33,65
33,66
34,18
34,19
34,21
34,22
34,24
34,27
34,28
34,29
34,30
34,31
34,35
34,63
34,67
35,18
35,19
35,20
35,21
35,22
35,24
35,28
35,31
35,34
35,67
36,0
36,1
36,2
36,3
36,4
36,5
36,6
36,7
36,9
36,10
36,11
36,20
36,21
36,23
36,25
36,26
37,8
37,18
37,20
37,21
37,22
37,31
37,38
37,39
37,40
37,41
37,45
37,46
37,52
37,54
37,55
37,60
37,61
37,62
37,63
37,64
37,66
37,67
38,8
38,18
38,20
38,21
38,22
38,31
38,37
38,39
38,40
38,41
38,46
38,52
38,55
38,62
38,63
38,64
38,66
38,67
39,8
39,9
39,11
39,20
39,21
39,22
39,25
39,26
39,37
39,38
39,40
40,9
40,10
40,11
40,18
40,19
40,20
40,21
40,22
40,25
40,26
40,31
40,37
40,38
40,39
40,41
40,46
40,55
40,66
40,67
41,8
41,12
41,13
41,14
41,15
41,17
41,18
41,22
41,32
41,33
41,37
41,38
41,40
41,42
41,43
41,44
41,45
41,46
41,47
41,48
41,49
41,50
41,51
41,52
