,Region,Date,SM
0,EastView,2017-06-16,29.8
1,McAllister,2017-06-16,19.45
2,Allen,2017-06-16,22.5
3,Bragg,2017-06-16,25.75
4,Aamu,2017-06-16,32.6
5,Stanley,2017-06-16,17.75
6,Hodges,2017-06-16,29.1
7,Sudduth,2017-06-16,29.2
