,Region,Date,SM
0,EastView,2017-05-11,28.55
1,McAllister,2017-05-11,25.65
2,Allen,2017-05-11,29.4
3,Bragg,2017-05-11,21.75
4,Aamu,2017-05-11,32.35
5,Stanley,2017-05-11,20.95
6,Hodges,2017-05-11,18.15
7,Sudduth,2017-05-11,23.25
