,Region,Date,SM
0,EastView,2017-06-04,28.9
1,McAllister,2017-06-04,24.25
2,Allen,2017-06-04,28.75
3,Bragg,2017-06-04,22.45
4,Aamu,2017-06-04,28.7
5,Stanley,2017-06-04,26.15
6,Hodges,2017-06-04,22.8
7,Sudduth,2017-06-04,25.9
