,Region,Date,SM
0,EastView,2017-04-29,32.9
1,McAllister,2017-04-29,30.45
2,Allen,2017-04-29,36.9
3,Bragg,2017-04-29,27.25
4,Aamu,2017-04-29,36.55
5,Stanley,2017-04-29,25.8
6,Hodges,2017-04-29,26.05
7,Sudduth,2017-04-29,29.1
