,Region,Date,SM
0,EastView,2017-04-05,35.2
1,McAllister,2017-04-05,33.3
2,Allen,2017-04-05,37.9
3,Bragg,2017-04-05,27.3
4,Aamu,2017-04-05,37.65
5,Stanley,2017-04-05,39.4
6,Hodges,2017-04-05,29.9
7,Sudduth,2017-04-05,33.5
