Latitude,Longitude,Depth,Region,SM
41.19602999999998,-5.359970000000001,0.05000000000000002,Canizal,0.24326765285996052
41.26504,-5.380489999999998,0.05000000000000002,Carretoro,0.06435555555555554
41.39391999999999,-5.321460000000001,0.05000000000000002,CasaPeriles,0.13051388888888887
41.300100000000015,-5.247039999999999,0.05000000000000002,ConcejodelMonte,0.20448333333333332
41.381340000000016,-5.42922,0.05000000000000002,ElCoto,0.02827082430641255
41.34888,-5.490269999999999,0.05000000000000002,ElTomillar,0.014336153846153851
41.30582000000002,-5.375659999999997,0.05000000000000002,Granja-g,0.07310714285714284
41.28920000000002,-5.467129999999998,0.05000000000000002,Guarrati,0.28385
41.14894000000002,-5.397570000000001,0.05000000000000002,LaAtalaya,0.1400714285714286
41.28546000000003,-5.300030000000003,0.05000000000000002,LaCruzdeElias,0.17025833333333332
41.37338,-5.548500000000001,0.05000000000000002,LasArenas,0.2061277777777778
41.18264,-5.47708,0.05000000000000002,LasBodegas,0.1674563492063492
41.44649000000002,-5.3587,0.05000000000000002,LasBrozas,0.11284444444444444
41.20547999999999,-5.415580000000002,0.05000000000000002,LasEritas,0.2969444444444445
41.274729999999984,-5.591899999999999,0.05000000000000002,LasTresRayas,0.12241111111111111
41.34708999999999,-5.224739999999998,0.05000000000000002,LasVacas,0.0711061111111111
41.42413,-5.374030000000001,0.05000000000000002,LasVictorias,0.014491666666666675
41.35757,-5.331130000000001,0.05000000000000002,LlanosdelaBoveda,0.2026777777777778
41.45586000000001,-5.410989999999999,0.05000000000000002,Paredinas,0.039361111111111104
41.23923000000001,-5.544269999999998,0.05000000000000002,Zamarron,0.08509603174603177
