Latitude,Longitude,Depth,Region,SM
41.19602999999998,-5.359970000000001,0.05000000000000002,Canizal,0.19123333333333334
41.26504,-5.380489999999998,0.05000000000000002,Carretoro,0.04944444444444445
41.39391999999999,-5.321460000000001,0.05000000000000002,CasaPeriles,0.09143976608187135
41.300100000000015,-5.247039999999999,0.05000000000000002,ConcejodelMonte,0.20807500000000004
41.381340000000016,-5.42922,0.05000000000000002,ElCoto,0.015172222222222226
41.34888,-5.490269999999999,0.05000000000000002,ElTomillar,0.03999722222222223
41.30582000000002,-5.375659999999997,0.05000000000000002,Granja-g,0.08295000000000001
41.28920000000002,-5.467129999999998,0.05000000000000002,Guarrati,0.17383055555555552
41.14894000000002,-5.397570000000001,0.05000000000000002,LaAtalaya,0.09880328282828285
41.28546000000003,-5.300030000000003,0.05000000000000002,LaCruzdeElias,0.13354444444444444
41.37338,-5.548500000000001,0.05000000000000002,LasArenas,0.19258376068376068
41.18264,-5.47708,0.05000000000000002,LasBodegas,0.16035416666666666
41.44649000000002,-5.3587,0.05000000000000002,LasBrozas,0.1197
41.20547999999999,-5.415580000000002,0.05000000000000002,LasEritas,0.2564444444444445
41.274729999999984,-5.591899999999999,0.05000000000000002,LasTresRayas,0.08922222222222223
41.34708999999999,-5.224739999999998,0.05000000000000002,LasVacas,0.07383872549019607
41.42413,-5.374030000000001,0.05000000000000002,LasVictorias,0.02280833333333334
41.35757,-5.331130000000001,0.05000000000000002,LlanosdelaBoveda,0.21499722222222226
41.45586000000001,-5.410989999999999,0.05000000000000002,Paredinas,0.019130555555555557
41.23923000000001,-5.544269999999998,0.05000000000000002,Zamarron,0.08586666666666669
