Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2018-05-03,2057,21.3
2018-05-03,2091,37.0
2018-05-03,2085,25.9
2018-05-03,2084,37.9
2018-05-03,2215,14.2
2018-05-03,2189,6.9
2018-05-03,2187,5.4
2018-05-03,2191,6.0
2018-05-03,2218,16.3
2018-05-03,2149,4.8
2018-05-03,2197,26.7
2018-05-03,2173,31.4
2018-05-03,2068,39.0
2018-05-03,2092,22.2
2018-05-03,2094,38.5
2018-05-03,2093,18.1
2018-05-03,2005,65
2018-05-03,2002,14.0
2018-05-03,2032,36.0
2018-05-03,2086,29.7
2018-05-03,2117,22.0
2018-05-03,2121,14.9
2018-05-03,2180,6.0
2018-05-03,2119,16.3
2018-05-03,2118,21.6
2018-05-03,2001,34.7
2018-05-03,2145,17.8
2018-05-03,2141,13.2
2018-05-03,2020,30.9
2018-05-03,2072,30.9
2018-05-03,2075,24.8
2018-05-03,2106,4.9
2018-05-03,2105,4.2
2018-05-03,2178,34.9
2018-05-03,2200,38.9
2018-05-03,2202,32.7
2018-05-03,2138,5.1
2018-05-03,2135,21.2
2018-05-03,2136,25.0
2018-05-03,2150,16.4
2018-05-03,2125,26.2
2018-05-03,2130,19.3
2018-05-03,2128,23.7
2018-05-03,2126,13.5
2018-05-03,2181,11.7
2018-05-03,2165,17.7
2018-05-03,2160,5.3
2018-05-03,2164,57
2018-05-03,2166,5.0
2018-05-03,2127,18.0
2018-05-03,2155,11.7
2018-05-03,2140,21.7
2018-05-03,2129,23.2
2018-05-03,2133,15.5
2018-05-03,2134,2.9
2018-05-03,2056,28.6
2018-05-03,2137,32.5
2018-05-03,2157,6.5
2018-05-03,2132,10.2
2018-05-03,2159,3.6
2018-05-03,2154,12.2
2018-05-03,2158,1.4
2018-05-03,2163,25.4
2018-05-03,2139,20.5
2018-05-03,2018,11.8
2018-05-03,2179,15.1
2018-05-03,2115,5.3
2018-05-03,2026,2.6
