Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2018-08-30,2057,26.6
2018-08-30,2091,26.2
2018-08-30,2085,19.4
2018-08-30,2084,20.7
2018-08-30,2215,2.4
2018-08-30,2189,2.5
2018-08-30,2187,5.5
2018-08-30,2191,0.5
2018-08-30,2218,0.1
2018-08-30,2149,0.3
2018-08-30,2197,7.9
2018-08-30,2173,2.9
2018-08-30,2068,35.3
2018-08-30,2092,22.7
2018-08-30,2094,32.3
2018-08-30,2093,20.5
2018-08-30,2005,80
2018-08-30,2002,6.8
2018-08-30,2032,54.6
2018-08-30,2086,23.4
2018-08-30,2117,27.2
2018-08-30,2121,22.9
2018-08-30,2180,18.7
2018-08-30,2119,12.6
2018-08-30,2118,8.0
2018-08-30,2001,32.3
2018-08-30,2145,4.0
2018-08-30,2141,3.1
2018-08-30,2020,26.6
2018-08-30,2072,19.3
2018-08-30,2075,15.3
2018-08-30,2106,7.1
2018-08-30,2105,10.7
2018-08-30,2178,32.1
2018-08-30,2200,19.3
2018-08-30,2202,12.3
2018-08-30,2138,2.8
2018-08-30,2135,8.8
2018-08-30,2136,17.9
2018-08-30,2150,1.4
2018-08-30,2125,8.2
2018-08-30,2130,4.3
2018-08-30,2128,7.5
2018-08-30,2126,6.8
2018-08-30,2181,20.0
2018-08-30,2165,9.5
2018-08-30,2160,0.5
2018-08-30,2164,78
2018-08-30,2166,11.4
2018-08-30,2127,4.3
2018-08-30,2155,10.4
2018-08-30,2140,7.1
2018-08-30,2129,8.8
2018-08-30,2133,20.7
2018-08-30,2134,12.7
2018-08-30,2056,19.3
2018-08-30,2137,16.9
2018-08-30,2157,4.3
2018-08-30,2132,2.6
2018-08-30,2159,0.4
2018-08-30,2154,11.4
2018-08-30,2158,6.0
2018-08-30,2163,8.7
2018-08-30,2139,19.4
2018-08-30,2018,0.5
2018-08-30,2179,8.0
2018-08-30,2115,11.5
2018-08-30,2026,8.0
