Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2018-07-17,2057,21.3
2018-07-17,2091,13.1
2018-07-17,2085,17.8
2018-07-17,2084,19.3
2018-07-17,2215,10.2
2018-07-17,2189,3.3
2018-07-17,2187,14.8
2018-07-17,2191,1.7
2018-07-17,2218,2.9
2018-07-17,2149,6.4
2018-07-17,2197,10.2
2018-07-17,2173,16.5
2018-07-17,2068,29.0
2018-07-17,2092,22.6
2018-07-17,2094,18.7
2018-07-17,2093,24.1
2018-07-17,2005,83
2018-07-17,2002,7.5
2018-07-17,2032,47.7
2018-07-17,2086,25.4
2018-07-17,2117,15.0
2018-07-17,2121,7.8
2018-07-17,2180,22.0
2018-07-17,2119,16.9
2018-07-17,2118,8.6
2018-07-17,2001,34.1
2018-07-17,2145,12.8
2018-07-17,2141,9.2
2018-07-17,2020,15.7
2018-07-17,2072,29.7
2018-07-17,2075,19.1
2018-07-17,2106,12.0
2018-07-17,2105,7.1
2018-07-17,2178,38.6
2018-07-17,2200,39.5
2018-07-17,2202,12.4
2018-07-17,2138,3.0
2018-07-17,2135,8.7
2018-07-17,2136,15.6
2018-07-17,2150,2.1
2018-07-17,2125,19.5
2018-07-17,2130,6.1
2018-07-17,2128,11.0
2018-07-17,2126,8.8
2018-07-17,2181,30.3
2018-07-17,2165,9.2
2018-07-17,2160,1.8
2018-07-17,2164,85
2018-07-17,2166,18.6
2018-07-17,2127,4.2
2018-07-17,2155,6.0
2018-07-17,2140,14.4
2018-07-17,2129,9.0
2018-07-17,2133,12.3
2018-07-17,2134,2.0
2018-07-17,2056,21.4
2018-07-17,2137,27.4
2018-07-17,2157,8.8
2018-07-17,2132,1.4
2018-07-17,2159,4.8
2018-07-17,2154,8.8
2018-07-17,2158,1.5
2018-07-17,2163,11.5
2018-07-17,2139,22.5
2018-07-17,2018,11.9
2018-07-17,2179,25.0
2018-07-17,2115,5.8
2018-07-17,2026,16.3
