Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2018-07-27,2057,20.6
2018-07-27,2091,15.7
2018-07-27,2085,17.0
2018-07-27,2084,17.9
2018-07-27,2215,6.4
2018-07-27,2189,3.1
2018-07-27,2187,14.0
2018-07-27,2191,1.9
2018-07-27,2218,2.1
2018-07-27,2149,4.8
2018-07-27,2197,9.9
2018-07-27,2173,0.2
2018-07-27,2068,19.2
2018-07-27,2092,22.7
2018-07-27,2094,19.5
2018-07-27,2093,29.6
2018-07-27,2005,81
2018-07-27,2002,2.2
2018-07-27,2032,53.6
2018-07-27,2086,18.7
2018-07-27,2117,27.8
2018-07-27,2121,6.6
2018-07-27,2180,10.2
2018-07-27,2119,17.0
2018-07-27,2118,7.6
2018-07-27,2001,28.9
2018-07-27,2145,8.4
2018-07-27,2141,13.6
2018-07-27,2020,14.0
2018-07-27,2072,21.5
2018-07-27,2075,15.0
2018-07-27,2106,19.1
2018-07-27,2105,5.1
2018-07-27,2178,32.8
2018-07-27,2200,23.3
2018-07-27,2202,11.4
2018-07-27,2138,2.6
2018-07-27,2135,8.6
2018-07-27,2136,15.0
2018-07-27,2150,1.1
2018-07-27,2125,14.7
2018-07-27,2130,6.2
2018-07-27,2128,13.0
2018-07-27,2126,4.5
2018-07-27,2181,17.3
2018-07-27,2165,18.7
2018-07-27,2160,1.0
2018-07-27,2164,88
2018-07-27,2166,6.1
2018-07-27,2127,3.8
2018-07-27,2155,5.1
2018-07-27,2140,7.9
2018-07-27,2129,9.3
2018-07-27,2133,11.0
2018-07-27,2134,5.0
2018-07-27,2056,18.6
2018-07-27,2137,17.8
2018-07-27,2157,14.4
2018-07-27,2132,0.7
2018-07-27,2159,0.9
2018-07-27,2154,3.3
2018-07-27,2158,4.0
2018-07-27,2163,10.0
2018-07-27,2139,11.5
2018-07-27,2018,11.6
2018-07-27,2179,9.4
2018-07-27,2115,2.3
2018-07-27,2026,9.7
