Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2019-09-23,2057,12.4
2019-09-23,2091,15.2
2019-09-23,2085,30.8
2019-09-23,2084,23.1
2019-09-23,2215,1.4
2019-09-23,2189,3.1
2019-09-23,2187,4.7
2019-09-23,2191,0.3
2019-09-23,2218,0.1
2019-09-23,2149,0.1
2019-09-23,2197,6.2
2019-09-23,2173,5.5
2019-09-23,2068,38.3
2019-09-23,2092,22.9
2019-09-23,2094,36.4
2019-09-23,2093,25.8
2019-09-23,2005,77
2019-09-23,2002,10.6
2019-09-23,2032,35.7
2019-09-23,2086,15.5
2019-09-23,2117,12.9
2019-09-23,2121,29.2
2019-09-23,2180,4.1
2019-09-23,2119,27.5
2019-09-23,2118,9.6
2019-09-23,2001,41.8
2019-09-23,2145,3.9
2019-09-23,2141,0.3
2019-09-23,2020,17.6
2019-09-23,2072,21.4
2019-09-23,2075,11.9
2019-09-23,2106,20.6
2019-09-23,2105,13.2
2019-09-23,2178,20.2
2019-09-23,2200,14.8
2019-09-23,2202,31.8
2019-09-23,2138,4.0
2019-09-23,2135,19.7
2019-09-23,2136,32.8
2019-09-23,2150,3.7
2019-09-23,2125,3.6
2019-09-23,2130,4.3
2019-09-23,2128,5.6
2019-09-23,2126,5.1
2019-09-23,2181,10.1
2019-09-23,2165,16.2
2019-09-23,2160,2.9
2019-09-23,2164,65
2019-09-23,2166,4.2
2019-09-23,2127,6.9
2019-09-23,2155,5.8
2019-09-23,2140,6.9
2019-09-23,2129,5.3
2019-09-23,2133,23.8
2019-09-23,2134,5.4
2019-09-23,2056,15.7
2019-09-23,2137,15.8
2019-09-23,2157,3.5
2019-09-23,2132,0.2
2019-09-23,2159,0.3
2019-09-23,2154,1.3
2019-09-23,2158,1.1
2019-09-23,2163,14.0
2019-09-23,2139,11.3
2019-09-23,2018,1.4
2019-09-23,2179,7.6
2019-09-23,2115,1.9
2019-09-23,2026,7.5
