Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2019-10-13,2057,17.7
2019-10-13,2091,17.1
2019-10-13,2085,35.7
2019-10-13,2084,20.9
2019-10-13,2215,1.0
2019-10-13,2189,2.3
2019-10-13,2187,4.1
2019-10-13,2191,0.4
2019-10-13,2218,0.2
2019-10-13,2149,0.0
2019-10-13,2197,5.8
2019-10-13,2173,29.4
2019-10-13,2068,38.2
2019-10-13,2092,22.7
2019-10-13,2094,34.9
2019-10-13,2093,11.5
2019-10-13,2005,61
2019-10-13,2002,12.1
2019-10-13,2032,30.3
2019-10-13,2086,14.2
2019-10-13,2117,32.9
2019-10-13,2121,31.3
2019-10-13,2180,11.5
2019-10-13,2119,33.5
2019-10-13,2118,29.4
2019-10-13,2001,42.2
2019-10-13,2145,3.7
2019-10-13,2141,0.3
2019-10-13,2020,21.2
2019-10-13,2072,27.6
2019-10-13,2075,19.5
2019-10-13,2106,18.6
2019-10-13,2105,7.9
2019-10-13,2178,18.9
2019-10-13,2200,13.0
2019-10-13,2202,15.3
2019-10-13,2138,2.5
2019-10-13,2135,25.8
2019-10-13,2136,28.7
2019-10-13,2150,10.4
2019-10-13,2125,2.7
2019-10-13,2130,3.4
2019-10-13,2128,5.1
2019-10-13,2126,3.2
2019-10-13,2181,9.7
2019-10-13,2165,16.4
2019-10-13,2160,12.5
2019-10-13,2164,47
2019-10-13,2166,3.3
2019-10-13,2127,4.2
2019-10-13,2155,4.1
2019-10-13,2140,5.6
2019-10-13,2129,4.5
2019-10-13,2133,22.6
2019-10-13,2134,1.9
2019-10-13,2056,23.9
2019-10-13,2137,11.1
2019-10-13,2157,2.6
2019-10-13,2132,0.6
2019-10-13,2159,0.0
2019-10-13,2154,1.8
2019-10-13,2158,0.4
2019-10-13,2163,8.5
2019-10-13,2139,5.7
2019-10-13,2018,4.8
2019-10-13,2179,17.5
2019-10-13,2115,1.8
2019-10-13,2026,7.2
