Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2018-06-11,2057,17.6
2018-06-11,2091,16.7
2018-06-11,2085,18.4
2018-06-11,2084,23.4
2018-06-11,2215,3.9
2018-06-11,2189,3.6
2018-06-11,2187,5.9
2018-06-11,2191,3.2
2018-06-11,2218,7.4
2018-06-11,2149,3.5
2018-06-11,2197,8.4
2018-06-11,2173,25.6
2018-06-11,2068,27.5
2018-06-11,2092,22.4
2018-06-11,2094,24.8
2018-06-11,2093,18.8
2018-06-11,2005,79
2018-06-11,2002,12.2
2018-06-11,2032,35.0
2018-06-11,2086,28.1
2018-06-11,2117,16.5
2018-06-11,2121,13.9
2018-06-11,2180,20.7
2018-06-11,2119,13.5
2018-06-11,2118,16.2
2018-06-11,2001,31.6
2018-06-11,2145,3.3
2018-06-11,2141,2.0
2018-06-11,2020,33.0
2018-06-11,2072,18.9
2018-06-11,2075,15.2
2018-06-11,2106,10.9
2018-06-11,2105,5.6
2018-06-11,2178,34.6
2018-06-11,2200,29.2
2018-06-11,2202,13.4
2018-06-11,2138,2.9
2018-06-11,2135,15.8
2018-06-11,2136,19.5
2018-06-11,2150,6.8
2018-06-11,2125,4.5
2018-06-11,2130,5.0
2018-06-11,2128,6.8
2018-06-11,2126,3.2
2018-06-11,2181,25.2
2018-06-11,2165,11.4
2018-06-11,2160,2.1
2018-06-11,2164,79
2018-06-11,2166,3.9
2018-06-11,2127,5.0
2018-06-11,2155,4.4
2018-06-11,2140,5.6
2018-06-11,2129,15.6
2018-06-11,2133,14.7
2018-06-11,2134,1.6
2018-06-11,2056,20.8
2018-06-11,2137,9.4
2018-06-11,2157,3.5
2018-06-11,2132,0.3
2018-06-11,2159,0.3
2018-06-11,2154,2.4
2018-06-11,2158,1.0
2018-06-11,2163,15.2
2018-06-11,2139,6.3
2018-06-11,2018,2.3
2018-06-11,2179,12.8
2018-06-11,2115,6.9
2018-06-11,2026,2.3
