Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2018-04-20,2057,23.4
2018-04-20,2091,37.8
2018-04-20,2085,36.9
2018-04-20,2084,38.0
2018-04-20,2215,15.8
2018-04-20,2189,8.6
2018-04-20,2187,7.0
2018-04-20,2191,7.6
2018-04-20,2218,17.7
2018-04-20,2149,6.1
2018-04-20,2197,14.6
2018-04-20,2173,32.7
2018-04-20,2068,35.4
2018-04-20,2092,22.0
2018-04-20,2094,31.4
2018-04-20,2093,18.9
2018-04-20,2005,53
2018-04-20,2002,6.8
2018-04-20,2032,43.8
2018-04-20,2086,29.3
2018-04-20,2117,34.6
2018-04-20,2121,29.4
2018-04-20,2180,11.1
2018-04-20,2119,28.9
2018-04-20,2118,39.5
2018-04-20,2001,33.6
2018-04-20,2145,11.2
2018-04-20,2141,7.7
2018-04-20,2020,21.4
2018-04-20,2072,42.9
2018-04-20,2075,31.1
2018-04-20,2106,4.3
2018-04-20,2105,5.4
2018-04-20,2178,34.6
2018-04-20,2200,13.3
2018-04-20,2202,12.0
2018-04-20,2138,3.1
2018-04-20,2135,29.8
2018-04-20,2136,29.2
2018-04-20,2150,18.2
2018-04-20,2125,7.3
2018-04-20,2130,13.0
2018-04-20,2128,13.3
2018-04-20,2126,8.7
2018-04-20,2181,19.9
2018-04-20,2165,21.4
2018-04-20,2160,13.5
2018-04-20,2164,45
2018-04-20,2166,5.7
2018-04-20,2127,13.6
2018-04-20,2155,10.0
2018-04-20,2140,8.1
2018-04-20,2129,29.1
2018-04-20,2133,20.6
2018-04-20,2134,5.4
2018-04-20,2056,38.8
2018-04-20,2137,15.5
2018-04-20,2157,12.6
2018-04-20,2132,0.0
2018-04-20,2159,0.7
2018-04-20,2154,9.2
2018-04-20,2158,1.3
2018-04-20,2163,22.8
2018-04-20,2139,14.8
2018-04-20,2018,8.0
2018-04-20,2179,17.6
2018-04-20,2115,5.9
2018-04-20,2026,3.1
