Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2018-09-26,2057,30.6
2018-09-26,2091,36.6
2018-09-26,2085,40.4
2018-09-26,2084,40.8
2018-09-26,2215,1.3
2018-09-26,2189,2.5
2018-09-26,2187,5.6
2018-09-26,2191,0.1
2018-09-26,2218,0.0
2018-09-26,2149,0.1
2018-09-26,2197,5.4
2018-09-26,2173,15.7
2018-09-26,2068,41.8
2018-09-26,2092,22.7
2018-09-26,2094,32.9
2018-09-26,2093,15.1
2018-09-26,2005,74
2018-09-26,2002,8.6
2018-09-26,2032,61.5
2018-09-26,2086,28.0
2018-09-26,2117,25.0
2018-09-26,2121,20.4
2018-09-26,2180,22.8
2018-09-26,2119,18.7
2018-09-26,2118,13.0
2018-09-26,2001,33.7
2018-09-26,2145,3.4
2018-09-26,2141,2.1
2018-09-26,2020,25.4
2018-09-26,2072,29.6
2018-09-26,2075,38.2
2018-09-26,2106,22.9
2018-09-26,2105,10.3
2018-09-26,2178,36.8
2018-09-26,2200,35.1
2018-09-26,2202,38.8
2018-09-26,2138,3.5
2018-09-26,2135,6.9
2018-09-26,2136,13.2
2018-09-26,2150,0.1
2018-09-26,2125,3.6
2018-09-26,2130,5.4
2018-09-26,2128,6.4
2018-09-26,2126,3.0
2018-09-26,2181,31.6
2018-09-26,2165,8.6
2018-09-26,2160,0.2
2018-09-26,2164,64
2018-09-26,2166,4.4
2018-09-26,2127,3.0
2018-09-26,2155,4.3
2018-09-26,2140,5.6
2018-09-26,2129,6.8
2018-09-26,2133,15.9
2018-09-26,2134,1.6
2018-09-26,2056,40.7
2018-09-26,2137,9.1
2018-09-26,2157,2.9
2018-09-26,2132,0.2
2018-09-26,2159,0.2
2018-09-26,2154,2.2
2018-09-26,2158,1.2
2018-09-26,2163,7.5
2018-09-26,2139,7.0
2018-09-26,2018,0.8
2018-09-26,2179,25.9
2018-09-26,2115,4.0
2018-09-26,2026,9.4
