Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2019-05-24,2057,13.3
2019-05-24,2091,32.0
2019-05-24,2085,38.6
2019-05-24,2084,41.8
2019-05-24,2215,17.9
2019-05-24,2189,14.2
2019-05-24,2187,16.7
2019-05-24,2191,11.2
2019-05-24,2218,1.9
2019-05-24,2149,12.9
2019-05-24,2197,22.0
2019-05-24,2173,0.0
2019-05-24,2068,43.6
2019-05-24,2092,22.8
2019-05-24,2094,40.1
2019-05-24,2093,33.8
2019-05-24,2005,79
2019-05-24,2002,11.0
2019-05-24,2032,38.7
2019-05-24,2086,30.6
2019-05-24,2117,33.7
2019-05-24,2121,27.7
2019-05-24,2180,7.0
2019-05-24,2119,29.4
2019-05-24,2118,26.5
2019-05-24,2001,47.9
2019-05-24,2145,20.7
2019-05-24,2141,13.7
2019-05-24,2020,36.4
2019-05-24,2072,36.0
2019-05-24,2075,21.6
2019-05-24,2106,22.6
2019-05-24,2105,12.7
2019-05-24,2178,31.9
2019-05-24,2200,33.5
2019-05-24,2202,34.1
2019-05-24,2138,18.5
2019-05-24,2135,35.3
2019-05-24,2136,43.8
2019-05-24,2150,22.8
2019-05-24,2125,12.0
2019-05-24,2130,25.6
2019-05-24,2128,13.7
2019-05-24,2126,18.8
2019-05-24,2181,16.2
2019-05-24,2165,30.6
2019-05-24,2160,19.5
2019-05-24,2164,52
2019-05-24,2166,28.9
2019-05-24,2127,10.2
2019-05-24,2155,38.1
2019-05-24,2140,24.8
2019-05-24,2129,11.7
2019-05-24,2133,30.9
2019-05-24,2134,25.3
2019-05-24,2056,23.1
2019-05-24,2137,34.7
2019-05-24,2157,13.2
2019-05-24,2132,12.0
2019-05-24,2159,5.6
2019-05-24,2154,22.5
2019-05-24,2158,2.8
2019-05-24,2163,23.5
2019-05-24,2139,25.3
2019-05-24,2018,10.5
2019-05-24,2179,17.5
2019-05-24,2115,4.0
2019-05-24,2026,5.5
