Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2018-03-15,2057,27.2
2018-03-15,2091,40.6
2018-03-15,2085,36.9
2018-03-15,2084,38.0
2018-03-15,2215,18.9
2018-03-15,2189,19.1
2018-03-15,2187,9.5
2018-03-15,2191,10.1
2018-03-15,2218,19.9
2018-03-15,2149,1.7
2018-03-15,2197,19.0
2018-03-15,2173,35.3
2018-03-15,2068,22.2
2018-03-15,2092,21.4
2018-03-15,2094,26.7
2018-03-15,2093,20.6
2018-03-15,2005,46
2018-03-15,2002,5.3
2018-03-15,2032,49.4
2018-03-15,2086,29.7
2018-03-15,2117,17.5
2018-03-15,2121,12.3
2018-03-15,2180,9.4
2018-03-15,2119,18.6
2018-03-15,2118,10.9
2018-03-15,2001,31.2
2018-03-15,2145,15.5
2018-03-15,2141,11.5
2018-03-15,2020,14.3
2018-03-15,2072,17.2
2018-03-15,2075,35.9
2018-03-15,2106,6.5
2018-03-15,2105,3.6
2018-03-15,2178,36.5
2018-03-15,2200,23.2
2018-03-15,2202,16.9
2018-03-15,2138,4.0
2018-03-15,2135,38.1
2018-03-15,2136,43.2
2018-03-15,2150,22.4
2018-03-15,2125,13.4
2018-03-15,2130,15.6
2018-03-15,2128,28.6
2018-03-15,2126,22.2
2018-03-15,2181,20.1
2018-03-15,2165,27.6
2018-03-15,2160,19.1
2018-03-15,2164,45
2018-03-15,2166,9.4
2018-03-15,2127,14.7
2018-03-15,2155,6.1
2018-03-15,2140,8.7
2018-03-15,2129,24.4
2018-03-15,2133,28.8
2018-03-15,2134,9.7
2018-03-15,2056,47.2
2018-03-15,2137,22.1
2018-03-15,2157,8.5
2018-03-15,2132,0.6
2018-03-15,2159,5.0
2018-03-15,2154,18.9
2018-03-15,2158,4.2
2018-03-15,2163,19.5
2018-03-15,2139,20.0
2018-03-15,2018,8.3
2018-03-15,2179,23.7
2018-03-15,2115,9.8
2018-03-15,2026,11.3
