Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2018-06-26,2057,26.7
2018-06-26,2091,23.6
2018-06-26,2085,38.5
2018-06-26,2084,22.9
2018-06-26,2215,1.6
2018-06-26,2189,3.7
2018-06-26,2187,5.0
2018-06-26,2191,0.5
2018-06-26,2218,5.5
2018-06-26,2149,1.0
2018-06-26,2197,12.6
2018-06-26,2173,35.2
2018-06-26,2068,42.2
2018-06-26,2092,22.4
2018-06-26,2094,22.6
2018-06-26,2093,30.3
2018-06-26,2005,79
2018-06-26,2002,14.3
2018-06-26,2032,55.3
2018-06-26,2086,30.4
2018-06-26,2117,29.3
2018-06-26,2121,13.3
2018-06-26,2180,20.2
2018-06-26,2119,29.5
2018-06-26,2118,27.5
2018-06-26,2001,38.8
2018-06-26,2145,2.5
2018-06-26,2141,0.6
2018-06-26,2020,15.6
2018-06-26,2072,37.1
2018-06-26,2075,31.1
2018-06-26,2106,6.4
2018-06-26,2105,7.6
2018-06-26,2178,33.6
2018-06-26,2200,19.1
2018-06-26,2202,12.5
2018-06-26,2138,2.6
2018-06-26,2135,10.7
2018-06-26,2136,18.2
2018-06-26,2150,6.1
2018-06-26,2125,3.6
2018-06-26,2130,4.5
2018-06-26,2128,6.9
2018-06-26,2126,3.0
2018-06-26,2181,23.4
2018-06-26,2165,9.2
2018-06-26,2160,1.2
2018-06-26,2164,91
2018-06-26,2166,3.8
2018-06-26,2127,4.3
2018-06-26,2155,4.5
2018-06-26,2140,5.6
2018-06-26,2129,10.6
2018-06-26,2133,13.8
2018-06-26,2134,1.8
2018-06-26,2056,37.4
2018-06-26,2137,7.7
2018-06-26,2157,2.9
2018-06-26,2132,0.3
2018-06-26,2159,0.4
2018-06-26,2154,2.5
2018-06-26,2158,1.0
2018-06-26,2163,11.5
2018-06-26,2139,6.2
2018-06-26,2018,10.4
2018-06-26,2179,25.5
2018-06-26,2115,6.0
2018-06-26,2026,6.3
