Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2018-12-08,2057,31.2
2018-12-08,2091,39.6
2018-12-08,2085,40.5
2018-12-08,2084,43.6
2018-12-08,2215,8.9
2018-12-08,2189,16.6
2018-12-08,2187,12.1
2018-12-08,2191,2.8
2018-12-08,2218,2.8
2018-12-08,2149,9.0
2018-12-08,2197,9.7
2018-12-08,2173,11.3
2018-12-08,2068,38.9
2018-12-08,2092,21.9
2018-12-08,2094,35.8
2018-12-08,2093,29.1
2018-12-08,2005,43
2018-12-08,2002,5.6
2018-12-08,2032,52.6
2018-12-08,2086,32.8
2018-12-08,2117,18.2
2018-12-08,2121,20.0
2018-12-08,2180,21.1
2018-12-08,2119,13.4
2018-12-08,2118,7.9
2018-12-08,2001,42.3
2018-12-08,2145,19.7
2018-12-08,2141,13.0
2018-12-08,2020,14.1
2018-12-08,2072,16.3
2018-12-08,2075,42.5
2018-12-08,2106,13.4
2018-12-08,2105,11.8
2018-12-08,2178,38.9
2018-12-08,2200,40.1
2018-12-08,2202,29.3
2018-12-08,2138,16.7
2018-12-08,2135,28.4
2018-12-08,2136,35.5
2018-12-08,2150,12.2
2018-12-08,2125,14.9
2018-12-08,2130,13.7
2018-12-08,2128,17.7
2018-12-08,2126,8.0
2018-12-08,2181,31.0
2018-12-08,2165,13.9
2018-12-08,2160,5.3
2018-12-08,2164,30
2018-12-08,2166,9.0
2018-12-08,2127,13.7
2018-12-08,2155,11.4
2018-12-08,2140,22.9
2018-12-08,2129,17.3
2018-12-08,2133,31.9
2018-12-08,2134,7.2
2018-12-08,2056,44.5
2018-12-08,2137,30.2
2018-12-08,2157,9.0
2018-12-08,2132,5.2
2018-12-08,2159,5.3
2018-12-08,2154,7.6
2018-12-08,2158,2.7
2018-12-08,2163,18.5
2018-12-08,2139,16.8
2018-12-08,2018,2.1
2018-12-08,2179,36.1
2018-12-08,2115,12.2
2018-12-08,2026,19.3
