Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2018-02-02,2057,34.0
2018-02-02,2091,39.2
2018-02-02,2085,38.0
2018-02-02,2084,36.8
2018-02-02,2215,5.5
2018-02-02,2189,12.3
2018-02-02,2187,11.0
2018-02-02,2191,6.1
2018-02-02,2218,17.3
2018-02-02,2149,2.7
2018-02-02,2197,11.2
2018-02-02,2173,38.6
2018-02-02,2068,15.6
2018-02-02,2092,20.7
2018-02-02,2094,21.7
2018-02-02,2093,21.8
2018-02-02,2005,35
2018-02-02,2002,2.4
2018-02-02,2032,49.1
2018-02-02,2086,28.1
2018-02-02,2117,14.5
2018-02-02,2121,10.0
2018-02-02,2180,12.4
2018-02-02,2119,16.3
2018-02-02,2118,10.9
2018-02-02,2001,27.4
2018-02-02,2145,13.9
2018-02-02,2141,9.1
2018-02-02,2020,8.9
2018-02-02,2072,12.0
2018-02-02,2075,41.9
2018-02-02,2106,4.4
2018-02-02,2105,3.4
2018-02-02,2178,37.0
2018-02-02,2200,25.0
2018-02-02,2202,10.6
2018-02-02,2138,3.9
2018-02-02,2135,30.8
2018-02-02,2136,37.8
2018-02-02,2150,10.8
2018-02-02,2125,17.2
2018-02-02,2130,5.0
2018-02-02,2128,19.3
2018-02-02,2126,22.6
2018-02-02,2181,24.2
2018-02-02,2165,25.3
2018-02-02,2160,17.0
2018-02-02,2164,37
2018-02-02,2166,23.6
2018-02-02,2127,16.5
2018-02-02,2155,9.9
2018-02-02,2140,18.3
2018-02-02,2129,30.2
2018-02-02,2133,24.3
2018-02-02,2134,14.7
2018-02-02,2056,43.1
2018-02-02,2137,23.6
2018-02-02,2157,3.5
2018-02-02,2132,5.9
2018-02-02,2159,4.3
2018-02-02,2154,6.8
2018-02-02,2158,0.5
2018-02-02,2163,17.8
2018-02-02,2139,19.8
2018-02-02,2018,4.0
2018-02-02,2179,27.8
2018-02-02,2115,10.3
2018-02-02,2026,2.3
