Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2019-06-26,2057,14.7
2019-06-26,2091,32.1
2019-06-26,2085,33.6
2019-06-26,2084,38.7
2019-06-26,2215,2.3
2019-06-26,2189,4.1
2019-06-26,2187,6.3
2019-06-26,2191,1.1
2019-06-26,2218,0.6
2019-06-26,2149,1.9
2019-06-26,2197,17.5
2019-06-26,2173,0.0
2019-06-26,2068,35.5
2019-06-26,2092,22.9
2019-06-26,2094,36.6
2019-06-26,2093,24.1
2019-06-26,2005,76
2019-06-26,2002,9.3
2019-06-26,2032,54.7
2019-06-26,2086,31.7
2019-06-26,2117,14.8
2019-06-26,2121,27.6
2019-06-26,2180,10.4
2019-06-26,2119,21.4
2019-06-26,2118,25.1
2019-06-26,2001,43.8
2019-06-26,2145,6.8
2019-06-26,2141,6.6
2019-06-26,2020,21.5
2019-06-26,2072,17.1
2019-06-26,2075,20.3
2019-06-26,2106,8.7
2019-06-26,2105,6.1
2019-06-26,2178,36.6
2019-06-26,2200,26.1
2019-06-26,2202,15.8
2019-06-26,2138,8.6
2019-06-26,2135,13.6
2019-06-26,2136,34.5
2019-06-26,2150,11.4
2019-06-26,2125,7.9
2019-06-26,2130,10.1
2019-06-26,2128,6.9
2019-06-26,2126,6.4
2019-06-26,2181,12.5
2019-06-26,2165,13.7
2019-06-26,2160,3.2
2019-06-26,2164,78
2019-06-26,2166,5.7
2019-06-26,2127,5.3
2019-06-26,2155,7.9
2019-06-26,2140,16.4
2019-06-26,2129,8.8
2019-06-26,2133,17.2
2019-06-26,2134,8.0
2019-06-26,2056,16.8
2019-06-26,2137,15.9
2019-06-26,2157,4.6
2019-06-26,2132,0.7
2019-06-26,2159,0.7
2019-06-26,2154,5.1
2019-06-26,2158,1.4
2019-06-26,2163,12.2
2019-06-26,2139,17.4
2019-06-26,2018,12.5
2019-06-26,2179,11.7
2019-06-26,2115,7.4
2019-06-26,2026,3.0
