Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2018-12-20,2057,31.3
2018-12-20,2091,39.7
2018-12-20,2085,40.7
2018-12-20,2084,44.0
2018-12-20,2215,4.8
2018-12-20,2189,11.8
2018-12-20,2187,9.6
2018-12-20,2191,3.1
2018-12-20,2218,7.2
2018-12-20,2149,6.9
2018-12-20,2197,11.6
2018-12-20,2173,2.0
2018-12-20,2068,42.8
2018-12-20,2092,22.0
2018-12-20,2094,35.5
2018-12-20,2093,29.2
2018-12-20,2005,47
2018-12-20,2002,3.0
2018-12-20,2032,54.0
2018-12-20,2086,33.2
2018-12-20,2117,20.6
2018-12-20,2121,26.4
2018-12-20,2180,24.2
2018-12-20,2119,16.8
2018-12-20,2118,10.5
2018-12-20,2001,44.4
2018-12-20,2145,15.0
2018-12-20,2141,13.8
2018-12-20,2020,17.7
2018-12-20,2072,18.2
2018-12-20,2075,43.7
2018-12-20,2106,17.5
2018-12-20,2105,14.1
2018-12-20,2178,43.1
2018-12-20,2200,34.8
2018-12-20,2202,32.6
2018-12-20,2138,11.5
2018-12-20,2135,26.0
2018-12-20,2136,38.1
2018-12-20,2150,11.9
2018-12-20,2125,12.2
2018-12-20,2130,13.6
2018-12-20,2128,14.6
2018-12-20,2126,7.0
2018-12-20,2181,35.4
2018-12-20,2165,16.2
2018-12-20,2160,12.0
2018-12-20,2164,30
2018-12-20,2166,9.3
2018-12-20,2127,10.6
2018-12-20,2155,10.8
2018-12-20,2140,20.4
2018-12-20,2129,18.5
2018-12-20,2133,30.9
2018-12-20,2134,6.3
2018-12-20,2056,44.8
2018-12-20,2137,31.7
2018-12-20,2157,5.5
2018-12-20,2132,4.1
2018-12-20,2159,3.5
2018-12-20,2154,7.1
2018-12-20,2158,3.2
2018-12-20,2163,17.1
2018-12-20,2139,12.2
2018-12-20,2018,2.6
2018-12-20,2179,36.6
2018-12-20,2115,13.5
2018-12-20,2026,11.4
