Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2018-06-02,2057,27.5
2018-06-02,2091,30.9
2018-06-02,2085,28.7
2018-06-02,2084,27.1
2018-06-02,2215,12.3
2018-06-02,2189,4.3
2018-06-02,2187,9.4
2018-06-02,2191,7.2
2018-06-02,2218,11.2
2018-06-02,2149,5.7
2018-06-02,2197,12.2
2018-06-02,2173,37.2
2018-06-02,2068,39.5
2018-06-02,2092,22.4
2018-06-02,2094,31.0
2018-06-02,2093,32.0
2018-06-02,2005,77
2018-06-02,2002,12.5
2018-06-02,2032,33.4
2018-06-02,2086,26.9
2018-06-02,2117,28.6
2018-06-02,2121,28.7
2018-06-02,2180,11.6
2018-06-02,2119,24.2
2018-06-02,2118,28.5
2018-06-02,2001,40.6
2018-06-02,2145,4.4
2018-06-02,2141,5.9
2018-06-02,2020,15.3
2018-06-02,2072,18.7
2018-06-02,2075,32.7
2018-06-02,2106,4.4
2018-06-02,2105,3.3
2018-06-02,2178,38.5
2018-06-02,2200,19.6
2018-06-02,2202,14.6
2018-06-02,2138,3.2
2018-06-02,2135,28.6
2018-06-02,2136,20.2
2018-06-02,2150,13.0
2018-06-02,2125,7.3
2018-06-02,2130,5.8
2018-06-02,2128,7.1
2018-06-02,2126,3.9
2018-06-02,2181,25.1
2018-06-02,2165,19.5
2018-06-02,2160,7.2
2018-06-02,2164,74
2018-06-02,2166,4.1
2018-06-02,2127,6.1
2018-06-02,2155,5.4
2018-06-02,2140,6.1
2018-06-02,2129,17.5
2018-06-02,2133,18.2
2018-06-02,2134,2.1
2018-06-02,2056,43.4
2018-06-02,2137,12.3
2018-06-02,2157,4.2
2018-06-02,2132,0.3
2018-06-02,2159,0.3
2018-06-02,2154,3.6
2018-06-02,2158,1.0
2018-06-02,2163,22.5
2018-06-02,2139,6.8
2018-06-02,2018,9.0
2018-06-02,2179,24.5
2018-06-02,2115,10.8
2018-06-02,2026,2.2
