Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2018-02-14,2057,38.0
2018-02-14,2091,41.8
2018-02-14,2085,40.4
2018-02-14,2084,43.1
2018-02-14,2215,4.3
2018-02-14,2189,9.1
2018-02-14,2187,9.8
2018-02-14,2191,0.7
2018-02-14,2218,14.0
2018-02-14,2149,1.8
2018-02-14,2197,11.9
2018-02-14,2173,41.6
2018-02-14,2068,17.2
2018-02-14,2092,20.9
2018-02-14,2094,20.4
2018-02-14,2093,17.9
2018-02-14,2005,47
2018-02-14,2002,2.8
2018-02-14,2032,54.0
2018-02-14,2086,30.4
2018-02-14,2117,14.2
2018-02-14,2121,9.9
2018-02-14,2180,15.7
2018-02-14,2119,16.0
2018-02-14,2118,10.6
2018-02-14,2001,19.9
2018-02-14,2145,9.4
2018-02-14,2141,7.4
2018-02-14,2020,8.7
2018-02-14,2072,12.6
2018-02-14,2075,46.4
2018-02-14,2106,4.9
2018-02-14,2105,3.5
2018-02-14,2178,38.2
2018-02-14,2200,22.7
2018-02-14,2202,10.4
2018-02-14,2138,3.2
2018-02-14,2135,29.6
2018-02-14,2136,31.7
2018-02-14,2150,9.3
2018-02-14,2125,14.5
2018-02-14,2130,10.7
2018-02-14,2128,13.4
2018-02-14,2126,15.6
2018-02-14,2181,28.8
2018-02-14,2165,18.7
2018-02-14,2160,12.9
2018-02-14,2164,39
2018-02-14,2166,23.0
2018-02-14,2127,10.6
2018-02-14,2155,6.4
2018-02-14,2140,19.2
2018-02-14,2129,24.2
2018-02-14,2133,22.9
2018-02-14,2134,11.1
2018-02-14,2056,46.1
2018-02-14,2137,20.4
2018-02-14,2157,3.9
2018-02-14,2132,1.4
2018-02-14,2159,7.4
2018-02-14,2154,13.4
2018-02-14,2158,2.8
2018-02-14,2163,16.7
2018-02-14,2139,18.0
2018-02-14,2018,14.4
2018-02-14,2179,29.3
2018-02-14,2115,11.0
2018-02-14,2026,2.0
