Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2019-01-18,2057,31.4
2019-01-18,2091,39.9
2019-01-18,2085,40.7
2019-01-18,2084,44.0
2019-01-18,2215,4.4
2019-01-18,2189,20.0
2019-01-18,2187,17.7
2019-01-18,2191,3.2
2019-01-18,2218,12.0
2019-01-18,2149,16.3
2019-01-18,2197,12.8
2019-01-18,2173,0.4
2019-01-18,2068,20.9
2019-01-18,2092,21.7
2019-01-18,2094,36.9
2019-01-18,2093,27.9
2019-01-18,2005,44
2019-01-18,2002,2.7
2019-01-18,2032,53.2
2019-01-18,2086,33.4
2019-01-18,2117,17.1
2019-01-18,2121,11.2
2019-01-18,2180,14.1
2019-01-18,2119,16.1
2019-01-18,2118,9.0
2019-01-18,2001,40.2
2019-01-18,2145,23.0
2019-01-18,2141,12.0
2019-01-18,2020,12.0
2019-01-18,2072,15.0
2019-01-18,2075,43.1
2019-01-18,2106,15.2
2019-01-18,2105,12.9
2019-01-18,2178,38.6
2019-01-18,2200,34.4
2019-01-18,2202,34.1
2019-01-18,2138,23.2
2019-01-18,2135,30.0
2019-01-18,2136,32.9
2019-01-18,2150,11.5
2019-01-18,2125,22.1
2019-01-18,2130,22.8
2019-01-18,2128,28.6
2019-01-18,2126,8.0
2019-01-18,2181,25.6
2019-01-18,2165,23.7
2019-01-18,2160,9.3
2019-01-18,2164,35
2019-01-18,2166,12.5
2019-01-18,2127,18.0
2019-01-18,2155,19.0
2019-01-18,2140,26.9
2019-01-18,2129,30.2
2019-01-18,2133,20.1
2019-01-18,2134,6.4
2019-01-18,2056,47.8
2019-01-18,2137,36.1
2019-01-18,2157,8.1
2019-01-18,2132,6.1
2019-01-18,2159,7.4
2019-01-18,2154,8.4
2019-01-18,2158,14.6
2019-01-18,2163,22.5
2019-01-18,2139,14.1
2019-01-18,2018,3.2
2019-01-18,2179,34.6
2019-01-18,2115,11.9
2019-01-18,2026,13.7
