Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2019-01-26,2057,25.7
2019-01-26,2091,40.3
2019-01-26,2085,40.6
2019-01-26,2084,44.4
2019-01-26,2215,5.3
2019-01-26,2189,13.4
2019-01-26,2187,13.0
2019-01-26,2191,4.8
2019-01-26,2218,2.5
2019-01-26,2149,11.8
2019-01-26,2197,9.6
2019-01-26,2173,0.0
2019-01-26,2068,17.7
2019-01-26,2092,21.4
2019-01-26,2094,35.8
2019-01-26,2093,17.5
2019-01-26,2005,38
2019-01-26,2002,1.4
2019-01-26,2032,51.2
2019-01-26,2086,32.7
2019-01-26,2117,17.1
2019-01-26,2121,12.4
2019-01-26,2180,20.9
2019-01-26,2119,18.3
2019-01-26,2118,10.2
2019-01-26,2001,39.4
2019-01-26,2145,19.2
2019-01-26,2141,8.4
2019-01-26,2020,11.9
2019-01-26,2072,14.9
2019-01-26,2075,41.9
2019-01-26,2106,13.8
2019-01-26,2105,12.1
2019-01-26,2178,39.0
2019-01-26,2200,30.6
2019-01-26,2202,31.2
2019-01-26,2138,16.6
2019-01-26,2135,30.3
2019-01-26,2136,36.0
2019-01-26,2150,11.3
2019-01-26,2125,11.9
2019-01-26,2130,21.1
2019-01-26,2128,18.1
2019-01-26,2126,6.7
2019-01-26,2181,31.0
2019-01-26,2165,19.5
2019-01-26,2160,11.1
2019-01-26,2164,29
2019-01-26,2166,10.8
2019-01-26,2127,15.7
2019-01-26,2155,13.0
2019-01-26,2140,19.3
2019-01-26,2129,25.6
2019-01-26,2133,19.5
2019-01-26,2134,6.5
2019-01-26,2056,42.0
2019-01-26,2137,31.6
2019-01-26,2157,6.0
2019-01-26,2132,4.5
2019-01-26,2159,4.2
2019-01-26,2154,8.3
2019-01-26,2158,6.7
2019-01-26,2163,20.5
2019-01-26,2139,12.8
2019-01-26,2018,2.3
2019-01-26,2179,34.9
2019-01-26,2115,14.5
2019-01-26,2026,11.6
