Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2018-09-06,2057,20.4
2018-09-06,2091,19.9
2018-09-06,2085,17.6
2018-09-06,2084,22.4
2018-09-06,2215,2.4
2018-09-06,2189,2.7
2018-09-06,2187,11.3
2018-09-06,2191,0.4
2018-09-06,2218,0.0
2018-09-06,2149,0.3
2018-09-06,2197,7.3
2018-09-06,2173,2.1
2018-09-06,2068,41.4
2018-09-06,2092,22.6
2018-09-06,2094,39.2
2018-09-06,2093,30.2
2018-09-06,2005,80
2018-09-06,2002,8.8
2018-09-06,2032,51.2
2018-09-06,2086,29.7
2018-09-06,2117,18.5
2018-09-06,2121,13.2
2018-09-06,2180,21.1
2018-09-06,2119,7.2
2018-09-06,2118,6.6
2018-09-06,2001,38.7
2018-09-06,2145,4.1
2018-09-06,2141,11.9
2018-09-06,2020,29.0
2018-09-06,2072,19.0
2018-09-06,2075,13.0
2018-09-06,2106,21.3
2018-09-06,2105,12.1
2018-09-06,2178,35.9
2018-09-06,2200,47.4
2018-09-06,2202,12.4
2018-09-06,2138,8.8
2018-09-06,2135,8.0
2018-09-06,2136,16.1
2018-09-06,2150,0.6
2018-09-06,2125,5.8
2018-09-06,2130,6.0
2018-09-06,2128,7.2
2018-09-06,2126,5.0
2018-09-06,2181,32.0
2018-09-06,2165,9.4
2018-09-06,2160,0.4
2018-09-06,2164,71
2018-09-06,2166,17.9
2018-09-06,2127,3.7
2018-09-06,2155,6.3
2018-09-06,2140,9.0
2018-09-06,2129,8.4
2018-09-06,2133,19.7
2018-09-06,2134,5.8
2018-09-06,2056,18.1
2018-09-06,2137,12.6
2018-09-06,2157,3.7
2018-09-06,2132,1.4
2018-09-06,2159,0.9
2018-09-06,2154,6.8
2018-09-06,2158,3.7
2018-09-06,2163,8.6
2018-09-06,2139,17.2
2018-09-06,2018,0.4
2018-09-06,2179,12.6
2018-09-06,2115,5.7
2018-09-06,2026,10.6
