Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2019-03-31,2057,25.2
2019-03-31,2091,35.2
2019-03-31,2085,38.4
2019-03-31,2084,40.8
2019-03-31,2215,20.1
2019-03-31,2189,13.4
2019-03-31,2187,14.8
2019-03-31,2191,9.2
2019-03-31,2218,5.0
2019-03-31,2149,11.5
2019-03-31,2197,21.4
2019-03-31,2173,0.0
2019-03-31,2068,38.5
2019-03-31,2092,22.3
2019-03-31,2094,39.0
2019-03-31,2093,29.7
2019-03-31,2005,50
2019-03-31,2002,14.4
2019-03-31,2032,50.2
2019-03-31,2086,33.2
2019-03-31,2117,31.3
2019-03-31,2121,30.7
2019-03-31,2180,6.9
2019-03-31,2119,36.7
2019-03-31,2118,28.5
2019-03-31,2001,41.0
2019-03-31,2145,20.8
2019-03-31,2141,11.2
2019-03-31,2020,16.6
2019-03-31,2072,33.2
2019-03-31,2075,25.2
2019-03-31,2106,13.1
2019-03-31,2105,10.4
2019-03-31,2178,28.0
2019-03-31,2200,25.2
2019-03-31,2202,21.3
2019-03-31,2138,21.2
2019-03-31,2135,33.2
2019-03-31,2136,40.5
2019-03-31,2150,18.8
2019-03-31,2125,21.2
2019-03-31,2130,21.7
2019-03-31,2128,16.9
2019-03-31,2126,18.0
2019-03-31,2181,12.7
2019-03-31,2165,27.6
2019-03-31,2160,17.6
2019-03-31,2164,46
2019-03-31,2166,30.1
2019-03-31,2127,15.6
2019-03-31,2155,23.3
2019-03-31,2140,22.8
2019-03-31,2129,28.7
2019-03-31,2133,35.9
2019-03-31,2134,25.6
2019-03-31,2056,39.6
2019-03-31,2137,31.8
2019-03-31,2157,18.4
2019-03-31,2132,10.1
2019-03-31,2159,2.3
2019-03-31,2154,19.7
2019-03-31,2158,6.7
2019-03-31,2163,20.8
2019-03-31,2139,24.2
2019-03-31,2018,9.2
2019-03-31,2179,33.4
2019-03-31,2115,4.7
2019-03-31,2026,10.1
