Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2018-05-29,2057,29.9
2018-05-29,2091,25.0
2018-05-29,2085,39.7
2018-05-29,2084,28.1
2018-05-29,2215,14.3
2018-05-29,2189,4.7
2018-05-29,2187,10.3
2018-05-29,2191,9.0
2018-05-29,2218,15.2
2018-05-29,2149,6.6
2018-05-29,2197,16.7
2018-05-29,2173,39.0
2018-05-29,2068,21.4
2018-05-29,2092,22.5
2018-05-29,2094,20.8
2018-05-29,2093,36.0
2018-05-29,2005,73
2018-05-29,2002,11.9
2018-05-29,2032,30.4
2018-05-29,2086,30.3
2018-05-29,2117,12.5
2018-05-29,2121,12.3
2018-05-29,2180,19.7
2018-05-29,2119,19.0
2018-05-29,2118,12.4
2018-05-29,2001,35.6
2018-05-29,2145,5.1
2018-05-29,2141,6.6
2018-05-29,2020,16.2
2018-05-29,2072,20.3
2018-05-29,2075,29.1
2018-05-29,2106,4.8
2018-05-29,2105,3.6
2018-05-29,2178,44.4
2018-05-29,2200,23.3
2018-05-29,2202,20.1
2018-05-29,2138,3.3
2018-05-29,2135,32.6
2018-05-29,2136,20.0
2018-05-29,2150,14.6
2018-05-29,2125,9.2
2018-05-29,2130,6.4
2018-05-29,2128,7.3
2018-05-29,2126,4.2
2018-05-29,2181,30.1
2018-05-29,2165,23.9
2018-05-29,2160,8.8
2018-05-29,2164,71
2018-05-29,2166,4.2
2018-05-29,2127,6.5
2018-05-29,2155,6.4
2018-05-29,2140,6.3
2018-05-29,2129,18.1
2018-05-29,2133,22.6
2018-05-29,2134,2.1
2018-05-29,2056,26.1
2018-05-29,2137,13.4
2018-05-29,2157,4.4
2018-05-29,2132,0.7
2018-05-29,2159,0.3
2018-05-29,2154,4.7
2018-05-29,2158,1.0
2018-05-29,2163,26.7
2018-05-29,2139,7.0
2018-05-29,2018,13.2
2018-05-29,2179,24.8
2018-05-29,2115,13.4
2018-05-29,2026,2.2
