Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2019-03-23,2057,19.8
2019-03-23,2091,35.1
2019-03-23,2085,39.1
2019-03-23,2084,41.8
2019-03-23,2215,16.1
2019-03-23,2189,15.8
2019-03-23,2187,17.7
2019-03-23,2191,8.4
2019-03-23,2218,10.7
2019-03-23,2149,15.6
2019-03-23,2197,24.7
2019-03-23,2173,0.0
2019-03-23,2068,40.8
2019-03-23,2092,22.3
2019-03-23,2094,34.9
2019-03-23,2093,31.6
2019-03-23,2005,50
2019-03-23,2002,17.4
2019-03-23,2032,44.4
2019-03-23,2086,30.5
2019-03-23,2117,37.7
2019-03-23,2121,41.1
2019-03-23,2180,7.9
2019-03-23,2119,20.4
2019-03-23,2118,35.3
2019-03-23,2001,41.3
2019-03-23,2145,24.3
2019-03-23,2141,14.5
2019-03-23,2020,14.7
2019-03-23,2072,20.9
2019-03-23,2075,23.4
2019-03-23,2106,17.5
2019-03-23,2105,12.9
2019-03-23,2178,31.3
2019-03-23,2200,28.9
2019-03-23,2202,28.6
2019-03-23,2138,28.3
2019-03-23,2135,38.0
2019-03-23,2136,40.9
2019-03-23,2150,13.9
2019-03-23,2125,23.5
2019-03-23,2130,29.9
2019-03-23,2128,23.0
2019-03-23,2126,20.9
2019-03-23,2181,19.6
2019-03-23,2165,30.0
2019-03-23,2160,20.1
2019-03-23,2164,44
2019-03-23,2166,35.4
2019-03-23,2127,16.2
2019-03-23,2155,29.7
2019-03-23,2140,25.0
2019-03-23,2129,32.3
2019-03-23,2133,35.8
2019-03-23,2134,17.8
2019-03-23,2056,35.4
2019-03-23,2137,33.6
2019-03-23,2157,21.5
2019-03-23,2132,13.1
2019-03-23,2159,7.0
2019-03-23,2154,27.8
2019-03-23,2158,9.0
2019-03-23,2163,21.4
2019-03-23,2139,27.6
2019-03-23,2018,14.3
2019-03-23,2179,29.8
2019-03-23,2115,7.3
2019-03-23,2026,12.9
