Date,Station Id,Soil Moisture Percent -2in (pct) Mean of Hourly Values
2018-06-24,2057,28.0
2018-06-24,2091,25.6
2018-06-24,2085,39.7
2018-06-24,2084,22.4
2018-06-24,2215,1.8
2018-06-24,2189,3.5
2018-06-24,2187,5.2
2018-06-24,2191,0.5
2018-06-24,2218,5.8
2018-06-24,2149,1.0
2018-06-24,2197,14.1
2018-06-24,2173,42.2
2018-06-24,2068,35.2
2018-06-24,2092,22.3
2018-06-24,2094,20.6
2018-06-24,2093,23.2
2018-06-24,2005,78
2018-06-24,2002,7.4
2018-06-24,2032,56.6
2018-06-24,2086,32.2
2018-06-24,2117,34.9
2018-06-24,2121,17.3
2018-06-24,2180,14.5
2018-06-24,2119,31.5
2018-06-24,2118,33.6
2018-06-24,2001,36.1
2018-06-24,2145,2.5
2018-06-24,2141,0.6
2018-06-24,2020,16.1
2018-06-24,2072,32.9
2018-06-24,2075,35.6
2018-06-24,2106,7.4
2018-06-24,2105,8.6
2018-06-24,2178,38.0
2018-06-24,2200,19.1
2018-06-24,2202,12.6
2018-06-24,2138,2.6
2018-06-24,2135,10.9
2018-06-24,2136,18.3
2018-06-24,2150,7.0
2018-06-24,2125,3.8
2018-06-24,2130,4.6
2018-06-24,2128,6.8
2018-06-24,2126,3.0
2018-06-24,2181,26.0
2018-06-24,2165,9.4
2018-06-24,2160,1.3
2018-06-24,2164,85
2018-06-24,2166,3.8
2018-06-24,2127,4.3
2018-06-24,2155,4.4
2018-06-24,2140,5.5
2018-06-24,2129,11.0
2018-06-24,2133,13.8
2018-06-24,2134,1.6
2018-06-24,2056,37.3
2018-06-24,2137,7.7
2018-06-24,2157,3.0
2018-06-24,2132,0.4
2018-06-24,2159,0.4
2018-06-24,2154,2.3
2018-06-24,2158,0.9
2018-06-24,2163,11.6
2018-06-24,2139,6.0
2018-06-24,2018,11.2
2018-06-24,2179,29.1
2018-06-24,2115,8.8
2018-06-24,2026,8.5
